gene_symbol,gene_name
ENSG00000171130,ATP6V0E2
ENSG00000164889,SLC4A2
ENSG00000091482,SMPX
ENSG00000102265,TIMP1
ENSG00000179222,MAGED1
ENSG00000188706,ZDHHC9
ENSG00000198753,PLXNB3
ENSG00000182372,CLN8
ENSG00000240694,PNMA2
ENSG00000147533,GOLGA7
ENSG00000147488,ST18
ENSG00000008988,RPS20
ENSG00000147677,EIF3H
ENSG00000185189,NRBP2
ENSG00000181404,WASHC1
ENSG00000173253,DMRT2
ENSG00000188352,FOCAD
ENSG00000122733,PHF24
ENSG00000137076,TLN1
ENSG00000137106,GRHPR
ENSG00000283486,FAM95C
ENSG00000119121,TRPM6
ENSG00000127084,FGD3
ENSG00000157303,SUSD3
ENSG00000130956,HABP4
ENSG00000136928,GABBR2
ENSG00000165138,ANKS6
ENSG00000148123,PLPPR1
ENSG00000095209,TMEM38B
ENSG00000196814,MVB12B
ENSG00000167106,FAM102A
ENSG00000197694,SPTAN1
ENSG00000187239,FNBP1
ENSG00000148400,NOTCH1
ENSG00000054179,ENTPD2
ENSG00000078902,TOLLIP
ENSG00000166387,PPFIBP2
ENSG00000166394,CYB5R2
ENSG00000184014,DENND5A
ENSG00000197601,FAR1
ENSG00000198168,SVIP
ENSG00000149091,DGKZ
ENSG00000134569,LRP4
ENSG00000168002,POLR2G
ENSG00000185475,TMEM179B
ENSG00000110047,EHD1
ENSG00000179292,TMEM151A
ENSG00000084207,GSTP1
ENSG00000137497,NUMA1
ENSG00000214530,STARD10
ENSG00000073921,PICALM
ENSG00000204381,LAYN
ENSG00000204832,ST8SIA6-AS1
ENSG00000107863,ARHGAP21
ENSG00000150093,ITGB1
ENSG00000156515,HK1
ENSG00000166348,USP54
ENSG00000108179,PPIF
ENSG00000107816,LZTS2
ENSG00000006831,ADIPOR2
ENSG00000111319,SCNN1A
ENSG00000111716,LDHB
ENSG00000123104,ITPR2
ENSG00000258017,AC011603.2
ENSG00000183283,DAZAP2
ENSG00000111077,TNS2
ENSG00000135390,ATP5MC2
ENSG00000185046,ANKS1B
ENSG00000076513,ANKRD13A
ENSG00000089220,PEBP1
ENSG00000165475,CRYL1
ENSG00000172458,IL17D
ENSG00000102468,HTR2A
ENSG00000068650,ATP11A
ENSG00000185896,LAMP1
ENSG00000100842,EFS
ENSG00000129515,SNX6
ENSG00000100485,SOS2
ENSG00000126822,PLEKHG3
ENSG00000198732,SMOC1
ENSG00000080815,PSEN1
ENSG00000175785,PRIMA1
ENSG00000176438,SYNE3
ENSG00000179364,PACS2
ENSG00000211891,IGHE
ENSG00000103978,TMEM87A
ENSG00000185634,SHC4
ENSG00000138593,SECISBP2L
ENSG00000244879,GABPB1-AS1
ENSG00000128872,TMOD2
ENSG00000157483,MYO1E
ENSG00000157734,SNX22
ENSG00000166794,PPIB
ENSG00000169783,LINGO1
ENSG00000259417,CTXND1
ENSG00000140600,SH3GL3
ENSG00000260807,AC009041.2
ENSG00000184207,PGP
ENSG00000103184,SEC14L5
ENSG00000153048,CARHSP1
ENSG00000072864,NDE1
ENSG00000103540,CCP110
ENSG00000013364,MVP
ENSG00000103449,SALL1
ENSG00000087253,LPCAT2
ENSG00000140848,CPNE2
ENSG00000230989,HSBP1
ENSG00000141002,TCF25
ENSG00000258947,TUBB3
ENSG00000197879,MYO1C
ENSG00000185561,TLCD2
ENSG00000213977,TAX1BP3
ENSG00000108518,PFN1
ENSG00000129250,KIF1C
ENSG00000132535,DLG4
ENSG00000174282,ZBTB4
ENSG00000126861,OMG
ENSG00000176658,MYO1D
ENSG00000173801,JUP
ENSG00000177469,CAVIN1
ENSG00000108848,LUC7L3
ENSG00000180891,CUEDC1
ENSG00000007314,SCN4A
ENSG00000108654,DDX5
ENSG00000108946,PRKAR1A
ENSG00000141338,ABCA8
ENSG00000108669,CYTH1
ENSG00000185624,P4HB
ENSG00000176890,TYMS
ENSG00000154864,PIEZO2
ENSG00000141458,NPC1
ENSG00000101695,RNF125
ENSG00000221887,HMSD
ENSG00000182621,PLCB1
ENSG00000131051,RBM39
ENSG00000149633,KIAA1755
ENSG00000124251,TP53TG5
ENSG00000124155,PIGT
ENSG00000100979,PLTP
ENSG00000177410,ZFAS1
ENSG00000099624,ATP5F1D
ENSG00000099622,CIRBP
ENSG00000130255,RPL36
ENSG00000125730,C3
ENSG00000079805,DNM2
ENSG00000214212,C19orf38
ENSG00000130475,FCHO1
ENSG00000221983,UBA52
ENSG00000051128,HOMER3
ENSG00000198597,ZNF536
ENSG00000166398,KIAA0355
ENSG00000011600,TYROBP
ENSG00000105223,PLD3
ENSG00000125746,EML2
ENSG00000105499,PLA2G4C
ENSG00000161677,JOSD2
ENSG00000239961,LILRA4
ENSG00000121410,A1BG
ENSG00000128242,GAL3ST1
ENSG00000100225,FBXO7
ENSG00000100399,CHADL
ENSG00000100300,TSPO
ENSG00000100304,TTLL12
ENSG00000205927,OLIG2
ENSG00000241837,ATP5PO
ENSG00000160179,ABCG1
ENSG00000183255,PTTG1IP
ENSG00000160285,LSS
ENSG00000001461,NIPAL3
ENSG00000084636,COL16A1
ENSG00000004455,AK2
ENSG00000197982,C1orf122
ENSG00000117410,ATP6V0B
ENSG00000016602,CLCA4
ENSG00000197780,TAF13
ENSG00000155366,RHOC
ENSG00000184678,HIST2H2BE
ENSG00000132718,SYT11
ENSG00000177807,KCNJ10
ENSG00000143217,NECTIN4
ENSG00000116679,IVNS1ABP
ENSG00000174307,PHLDA3
ENSG00000143842,SOX13
ENSG00000174502,SLC26A9
ENSG00000196352,CD55
ENSG00000115355,CCDC88A
ENSG00000169554,ZEB2
ENSG00000115935,WIPF1
ENSG00000131386,GALNT15
ENSG00000163539,CLASP2
ENSG00000164050,PLXNB1
ENSG00000010256,UQCRC1
ENSG00000168214,RBPJ
ENSG00000182168,UNC5C
ENSG00000248890,HHIP-AS1
ENSG00000198865,CCDC152
ENSG00000164300,SERINC5
ENSG00000039319,ZFYVE16
ENSG00000112893,MAN2A1
ENSG00000161011,SQSTM1
ENSG00000137221,TJAP1
ENSG00000001561,ENPP4
ENSG00000118515,SGK1
ENSG00000198822,GRM3
ENSG00000121716,PILRB
ENSG00000146828,SLC12A9
ENSG00000221914,PPP2R2A
ENSG00000137573,SULF1
ENSG00000169398,PTK2
ENSG00000122694,GLIPR2
ENSG00000135046,ANXA1
ENSG00000095397,WHRN
ENSG00000160271,RALGDS
ENSG00000166441,RPL27A
ENSG00000121653,MAPK8IP1
ENSG00000134825,TMEM258
ENSG00000173327,MAP3K11
ENSG00000166250,CLMP
ENSG00000165731,RET
ENSG00000148541,FAM13C
ENSG00000165476,REEP3
ENSG00000107954,NEURL1
ENSG00000138152,BTBD16
ENSG00000166033,HTRA1
ENSG00000139631,CSAD
ENSG00000179104,TMTC2
ENSG00000174456,C12orf76
ENSG00000089041,P2RX7
ENSG00000130787,HIP1R
ENSG00000182957,SPATA13
ENSG00000012983,MAP4K5
ENSG00000100596,SPTLC2
ENSG00000165959,CLMN
ENSG00000140262,TCF12
ENSG00000140416,TPM1
ENSG00000166173,LARP6
ENSG00000196547,MAN2A2
ENSG00000176463,SLCO3A1
ENSG00000185418,TARSL2
ENSG00000185615,PDIA2
ENSG00000103381,CPPED1
ENSG00000170537,TMC7
ENSG00000140807,NKD1
ENSG00000135720,DYNC1LI2
ENSG00000090861,AARS
ENSG00000183196,CHST6
ENSG00000170043,TRAPPC1
ENSG00000072134,EPN2
ENSG00000092871,RFFL
ENSG00000275832,ARHGAP23
ENSG00000161649,CD300LG
ENSG00000204323,SMIM5
ENSG00000214140,PRCD
ENSG00000177576,C18orf32
ENSG00000227115,LINC01630
ENSG00000131069,ACSS2
ENSG00000175063,UBE2C
ENSG00000240849,TMEM189
ENSG00000054793,ATP9A
ENSG00000092758,COL9A3
ENSG00000129932,DOHH
ENSG00000167658,EEF2
ENSG00000105355,PLIN3
ENSG00000198816,ZNF358
ENSG00000123159,GIPC1
ENSG00000105643,ARRDC2
ENSG00000105767,CADM4
ENSG00000142534,RPS11
ENSG00000268518,AC020909.2
ENSG00000277117,FP565260.3
ENSG00000054523,KIF1B
ENSG00000143384,MCL1
ENSG00000143256,PFDN2
ENSG00000143878,RHOB
ENSG00000075711,DLG1
ENSG00000137266,SLC22A23
ENSG00000135535,CD164
ENSG00000102007,PLP2
ENSG00000175305,CCNE2
ENSG00000177106,EPS8L2
ENSG00000066084,DIP2B
ENSG00000168350,DEGS2
ENSG00000203485,INF2
ENSG00000125970,RALY
ENSG00000124193,SRSF6
ENSG00000275395,FCGBP
ENSG00000076928,ARHGEF1
ENSG00000104960,PTOV1
ENSG00000160584,SIK3
ENSG00000169442,CD52
ENSG00000121903,ZSCAN20
ENSG00000237975,FLG-AS1
ENSG00000188931,CFAP126
ENSG00000244414,CFHR1
ENSG00000231200,LINC01830
ENSG00000163121,NEURL3
ENSG00000163126,ANKRD23
ENSG00000125538,IL1B
ENSG00000239474,KLHL41
ENSG00000175084,DES
ENSG00000135898,GPR55
ENSG00000244300,GATA2-AS1
ENSG00000163914,RHO
ENSG00000283175,AC007920.2
ENSG00000121895,TMEM156
ENSG00000260641,AC114811.2
ENSG00000145506,NKD2
ENSG00000164318,EGFLAM
ENSG00000168269,FOXI1
ENSG00000153157,SYCP2L
ENSG00000230873,STMND1
ENSG00000272316,AL021368.2
ENSG00000187772,LIN28B
ENSG00000164483,SAMD3
ENSG00000118503,TNFAIP3
ENSG00000120278,PLEKHG1
ENSG00000279078,SND1-IT1
ENSG00000106462,EZH2
ENSG00000168484,SFTPC
ENSG00000132554,RGS22
ENSG00000226007,BX005266.2
ENSG00000133317,LGALS12
ENSG00000166002,SMCO4
ENSG00000255384,AP001267.2
ENSG00000120471,TP53AIP1
ENSG00000238117,AP000844.2
ENSG00000232638,AL390294.1
ENSG00000138131,LOXL4
ENSG00000276900,AC023157.3
ENSG00000198353,HOXC4
ENSG00000166046,TCP11L2
ENSG00000257595,LINC02356
ENSG00000274029,AC069209.1
ENSG00000253710,ALG11
ENSG00000057593,F7
ENSG00000151338,MIPOL1
ENSG00000258813,AL442663.3
ENSG00000104147,OIP5
ENSG00000186628,FSD2
ENSG00000197253,TPSB2
ENSG00000257527,AC126755.3
ENSG00000197162,ZNF785
ENSG00000168404,MLKL
ENSG00000196388,INCA1
ENSG00000171928,TVP23B
ENSG00000265254,AC015917.2
ENSG00000276023,DUSP14
ENSG00000094796,KRT31
ENSG00000267160,AC091152.2
ENSG00000266473,AC007448.3
ENSG00000267040,AC027097.1
ENSG00000131044,TTLL9
ENSG00000101049,SGK2
ENSG00000042062,RIPOR3
ENSG00000283078,AL137077.2
ENSG00000101197,BIRC7
ENSG00000197540,GZMM
ENSG00000105131,EPHX3
ENSG00000269019,HOMER3-AS1
ENSG00000228839,PIK3IP1-AS1
ENSG00000278961,SMIM34B
ENSG00000154736,ADAMTS5
ENSG00000170262,MRAP
ENSG00000189195,BTBD8
ENSG00000048991,R3HDM1
ENSG00000169282,KCNAB1
ENSG00000118322,ATP10B
ENSG00000113739,STC2
ENSG00000253629,AP000426.1
ENSG00000139117,CPNE8
ENSG00000017427,IGF1
ENSG00000174437,ATP2A2
ENSG00000206053,JPT2
ENSG00000068079,IFI35
ENSG00000152214,RIT2
ENSG00000069424,KCNAB2
ENSG00000173372,C1QA
ENSG00000162511,LAPTM5
ENSG00000162694,EXTL2
ENSG00000134258,VTCN1
ENSG00000023572,GLRX2
ENSG00000182901,RGS7
ENSG00000115128,SF3B6
ENSG00000163235,TGFA
ENSG00000116044,NFE2L2
ENSG00000151690,MFSD6
ENSG00000138443,ABI2
ENSG00000135926,TMBIM1
ENSG00000175161,CADM2
ENSG00000170017,ALCAM
ENSG00000091986,CCDC80
ENSG00000163710,PCOLCE2
ENSG00000136521,NDUFB5
ENSG00000185774,KCNIP4
ENSG00000112851,ERBIN
ENSG00000122012,SV2C
ENSG00000152413,HOMER1
ENSG00000253807,LINC01170
ENSG00000120729,MYOT
ENSG00000170476,MZB1
ENSG00000182578,CSF1R
ENSG00000113732,ATP6V0E1
ENSG00000169045,HNRNPH1
ENSG00000213760,ATP6V1G2
ENSG00000124614,RPS10
ENSG00000196586,MYO6
ENSG00000111907,TPD52L1
ENSG00000153721,CNKSR3
ENSG00000127946,HIP1
ENSG00000128591,FLNC
ENSG00000101825,MXRA5
ENSG00000158352,SHROOM4
ENSG00000197892,KIF13B
ENSG00000274956,AC120042.3
ENSG00000147588,PMP2
ENSG00000070756,PABPC1
ENSG00000261710,AC104417.2
ENSG00000107104,KANK1
ENSG00000120162,MOB3B
ENSG00000119139,TJP2
ENSG00000148204,CRB2
ENSG00000136942,RPL35
ENSG00000167081,PBX3
ENSG00000173486,FKBP2
ENSG00000174516,PELI3
ENSG00000107731,UNC5B
ENSG00000011465,DCN
ENSG00000150510,FAM124A
ENSG00000092529,CAPN3
ENSG00000137845,ADAM10
ENSG00000197696,NMB
ENSG00000064300,NGFR
ENSG00000182534,MXRA7
ENSG00000099331,MYO9B
ENSG00000105219,CNTD2
ENSG00000105388,CEACAM5
ENSG00000205581,HMGN1
ENSG00000160310,PRMT2
ENSG00000184371,CSF1
ENSG00000124357,NAGK
ENSG00000144815,NXPE3
ENSG00000161896,IP6K3
ENSG00000112667,DNPH1
ENSG00000153956,CACNA2D1
ENSG00000147571,CRH
ENSG00000155926,SLA
ENSG00000149485,FADS1
ENSG00000033327,GAB2
ENSG00000170759,KIF5B
ENSG00000095596,CYP26A1
ENSG00000180776,ZDHHC20
ENSG00000257365,FNTB
ENSG00000067141,NEO1
ENSG00000141522,ARHGDIA
ENSG00000081913,PHLPP1
ENSG00000273010,AL360270.3
ENSG00000196189,SEMA4A
ENSG00000198468,FLVCR1-DT
ENSG00000269976,AC012065.3
ENSG00000237883,DGUOK-AS1
ENSG00000115233,PSMD14
ENSG00000175879,HOXD8
ENSG00000115361,ACADL
ENSG00000172478,C2orf54
ENSG00000065371,ROPN1
ENSG00000047457,CP
ENSG00000196542,SPTSSB
ENSG00000114204,SERPINI2
ENSG00000113889,KNG1
ENSG00000250910,AC097467.3
ENSG00000249609,AC080188.1
ENSG00000078295,ADCY2
ENSG00000272416,AC025175.1
ENSG00000230561,CCDC192
ENSG00000145936,KCNMB1
ENSG00000057657,PRDM1
ENSG00000006128,TAC1
ENSG00000211751,TRBC1
ENSG00000183801,OLFML1
ENSG00000110066,KMT5B
ENSG00000244733,AL132656.2
ENSG00000273262,AL121928.1
ENSG00000278484,AC010998.3
ENSG00000258311,AC009779.3
ENSG00000275759,AC026367.3
ENSG00000274922,AL139384.1
ENSG00000168229,PTGDR
ENSG00000211893,IGHG2
ENSG00000248540,AC010931.2
ENSG00000156206,CFAP161
ENSG00000176723,ZNF843
ENSG00000166558,SLC38A8
ENSG00000275734,AC010538.1
ENSG00000005102,MEOX1
ENSG00000185168,LINC00482
ENSG00000197044,ZNF441
ENSG00000280071,GATD3B
ENSG00000170290,SLN
ENSG00000078369,GNB1
ENSG00000163873,GRIK3
ENSG00000119865,CNRIP1
ENSG00000115419,GLS
ENSG00000144711,IQSEC1
ENSG00000181061,HIGD1A
ENSG00000163630,SYNPR
ENSG00000074416,MGLL
ENSG00000138757,G3BP2
ENSG00000177432,NAP1L5
ENSG00000112972,HMGCS1
ENSG00000170231,FABP6
ENSG00000124772,CPNE5
ENSG00000249853,HS3ST5
ENSG00000196683,TOMM7
ENSG00000198363,ASPH
ENSG00000171033,PKIA
ENSG00000155096,AZIN1
ENSG00000119125,GDA
ENSG00000197746,PSAP
ENSG00000224982,TMEM233
ENSG00000120694,HSPH1
ENSG00000167178,ISLR2
ENSG00000140545,MFGE8
ENSG00000108960,MMD
ENSG00000167468,GPX4
ENSG00000121753,ADGRB2
ENSG00000168653,NDUFS5
ENSG00000123091,RNF11
ENSG00000169213,RAB3B
ENSG00000162595,DIRAS3
ENSG00000143774,GUK1
ENSG00000135750,KCNK1
ENSG00000153187,HNRNPU
ENSG00000172554,SNTG2
ENSG00000134313,KIDINS220
ENSG00000270100,AC012065.4
ENSG00000198399,ITSN2
ENSG00000115944,COX7A2L
ENSG00000115350,POLE4
ENSG00000175701,SMIM37
ENSG00000168702,LRP1B
ENSG00000144290,SLC4A10
ENSG00000061676,NCKAP1
ENSG00000163527,STT3B
ENSG00000164061,BSN
ENSG00000270562,AC097634.1
ENSG00000163430,FSTL1
ENSG00000114200,BCHE
ENSG00000114450,GNB4
ENSG00000114757,PEX5L
ENSG00000058866,DGKG
ENSG00000050730,TNIP3
ENSG00000138650,PCDH10
ENSG00000164125,FAM198B
ENSG00000109466,KLHL2
ENSG00000052802,MSMO1
ENSG00000218336,TENM3
ENSG00000113361,CDH6
ENSG00000145730,PAM
ENSG00000198961,PJA2
ENSG00000152503,TRIM36
ENSG00000205279,CTXN3
ENSG00000138829,FBN2
ENSG00000113558,SKP1
ENSG00000119048,UBE2B
ENSG00000171604,CXXC5
ENSG00000155511,GRIA1
ENSG00000181163,NPM1
ENSG00000127022,CANX
ENSG00000186577,SMIM29
ENSG00000112697,TMEM30A
ENSG00000112290,WASF1
ENSG00000277443,MARCKS
ENSG00000106682,EIF4H
ENSG00000005486,RHBDD2
ENSG00000153993,SEMA3D
ENSG00000241468,ATP5MF
ENSG00000174469,CNTNAP2
ENSG00000082014,SMARCD3
ENSG00000105993,DNAJB6
ENSG00000149970,CNKSR2
ENSG00000133134,BEX2
ENSG00000123562,MORF4L2
ENSG00000147224,PRPS1
ENSG00000079459,FDFT1
ENSG00000015592,STMN4
ENSG00000104290,FZD3
ENSG00000082556,OPRK1
ENSG00000206579,XKR4
ENSG00000164929,BAALC
ENSG00000164754,RAD21
ENSG00000274893,AL136317.2
ENSG00000167323,STIM1
ENSG00000110148,CCKBR
ENSG00000068971,PPP2R5B
ENSG00000168040,FADD
ENSG00000250303,AP002884.1
ENSG00000120549,KIAA1217
ENSG00000107821,KAZALD1
ENSG00000110958,PTGES3
ENSG00000182379,NXPH4
ENSG00000059758,CDK17
ENSG00000111670,GNPTAB
ENSG00000150459,SAP18
ENSG00000136153,LMO7
ENSG00000102471,NDFIP2
ENSG00000102595,UGGT2
ENSG00000129559,NEDD8
ENSG00000198513,ATL1
ENSG00000100664,EIF5
ENSG00000255302,EID1
ENSG00000103657,HERC1
ENSG00000117906,RCN2
ENSG00000172379,ARNT2
ENSG00000167964,RAB26
ENSG00000103363,ELOB
ENSG00000149927,DOC2A
ENSG00000090238,YPEL3
ENSG00000135709,KIAA0513
ENSG00000132359,RAP1GAP2
ENSG00000181222,POLR2A
ENSG00000108947,EFNB3
ENSG00000108840,HDAC5
ENSG00000167863,ATP5PD
ENSG00000169738,DCXR
ENSG00000166510,CCDC68
ENSG00000132640,BTBD3
ENSG00000196415,PRTN3
ENSG00000161082,CELF5
ENSG00000167815,PRDX2
ENSG00000130522,JUND
ENSG00000126267,COX6B1
ENSG00000105270,CLIP3
ENSG00000118160,SLC8A2
ENSG00000105402,NAPA
ENSG00000165246,NLGN4Y
ENSG00000184076,UQCR10
ENSG00000100129,EIF3L
ENSG00000154654,NCAM2
ENSG00000163359,COL6A3
ENSG00000107338,SHB
ENSG00000126561,STAT5A
ENSG00000274422,AC245060.5
ENSG00000177707,NECTIN3
ENSG00000119535,CSF3R
ENSG00000152760,TCTEX1D1
ENSG00000221986,MYBPHL
ENSG00000116396,KCNC4
ENSG00000143228,NUF2
ENSG00000117586,TNFSF4
ENSG00000116668,SWT1
ENSG00000144395,CCDC150
ENSG00000235118,FAM237A
ENSG00000178752,ERFE
ENSG00000157017,GHRL
ENSG00000272263,AC034198.2
ENSG00000179348,GATA2
ENSG00000168785,TSPAN5
ENSG00000145491,ROPN1L
ENSG00000272112,AC011374.2
ENSG00000038274,MAT2B
ENSG00000254211,LINC01485
ENSG00000112343,TRIM38
ENSG00000146678,IGFBP1
ENSG00000231427,LINC01445
ENSG00000006606,CCL26
ENSG00000224897,POT1-AS1
ENSG00000181544,FANCB
ENSG00000106686,SPATA6L
ENSG00000186638,KIF24
ENSG00000254921,AC116456.1
ENSG00000228061,AC131571.1
ENSG00000165905,LARGE2
ENSG00000256713,PGA5
ENSG00000204571,KRTAP5-11
ENSG00000137513,NARS2
ENSG00000107796,ACTA2
ENSG00000118600,RXYLT1
ENSG00000139292,LGR5
ENSG00000256542,AC148477.2
ENSG00000258548,LINC00645
ENSG00000136352,NKX2-1
ENSG00000166035,LIPC
ENSG00000261351,AC116913.1
ENSG00000268836,Z69706.1
ENSG00000224505,AC138150.1
ENSG00000153930,ANKFN1
ENSG00000264985,AC124804.1
ENSG00000231824,AKAIN1
ENSG00000053747,LAMA3
ENSG00000100987,VSX1
ENSG00000060558,GNA15
ENSG00000197134,ZNF257
ENSG00000277013,AC008556.1
ENSG00000183760,ACP7
ENSG00000167618,LAIR2
ENSG00000099957,P2RX6
ENSG00000175463,TBC1D10C
ENSG00000142875,PRKACB
ENSG00000135968,GCC2
ENSG00000159674,SPON2
ENSG00000152795,HNRNPDL
ENSG00000096696,DSP
ENSG00000105887,MTPN
ENSG00000165119,HNRNPK
ENSG00000137642,SORL1
ENSG00000165672,PRDX3
ENSG00000111678,C12orf57
ENSG00000276644,DACH1
ENSG00000034053,APBA2
ENSG00000178741,COX5A
ENSG00000129636,ITFG1
ENSG00000033627,ATP6V0A1
ENSG00000198300,PEG3
ENSG00000171735,CAMTA1
ENSG00000116288,PARK7
ENSG00000117154,IGSF21
ENSG00000173436,MINOS1
ENSG00000162551,ALPL
ENSG00000076864,RAP1GAP
ENSG00000117602,RCAN3
ENSG00000126709,IFI6
ENSG00000162599,NFIA
ENSG00000228971,AL356479.1
ENSG00000117569,PTBP2
ENSG00000162636,FAM102B
ENSG00000116161,CACYBP
ENSG00000162704,ARPC5
ENSG00000068697,LAPTM4A
ENSG00000119812,FAM98A
ENSG00000136709,WDR33
ENSG00000115159,GPD2
ENSG00000114942,EEF1B2
ENSG00000144406,UNC80
ENSG00000116106,EPHA4
ENSG00000163606,CD200R1
ENSG00000185565,LSAMP
ENSG00000013293,SLC7A14
ENSG00000114279,FGF12
ENSG00000179010,MRFAP1
ENSG00000145242,EPHA5
ENSG00000138758,SEPT11
ENSG00000155011,DKK2
ENSG00000197410,DCHS2
ENSG00000133398,MED10
ENSG00000083720,OXCT1
ENSG00000175471,MCTP1
ENSG00000184347,SLIT3
ENSG00000050748,MAPK9
ENSG00000119900,OGFRL1
ENSG00000135324,MRAP2
ENSG00000132424,PNISR
ENSG00000111962,UST
ENSG00000105855,ITGB8
ENSG00000105968,H2AFV
ENSG00000263001,GTF2I
ENSG00000127914,AKAP9
ENSG00000127995,CASD1
ENSG00000004059,ARF5
ENSG00000186480,INSIG1
ENSG00000085224,ATRX
ENSG00000125675,GRIA3
ENSG00000198689,SLC9A6
ENSG00000253230,LINC00599
ENSG00000104723,TUSC3
ENSG00000104695,PPP2CB
ENSG00000253729,PRKDC
ENSG00000148219,ASTN2
ENSG00000175352,NRIP3
ENSG00000167986,DDB1
ENSG00000110318,CEP126
ENSG00000150787,PTS
ENSG00000167283,ATP5MG
ENSG00000151468,CCDC3
ENSG00000108091,CCDC6
ENSG00000108231,LGI1
ENSG00000118971,CCND2
ENSG00000118308,LRMP
ENSG00000139644,TMBIM6
ENSG00000186081,KRT5
ENSG00000153233,PTPRR
ENSG00000166598,HSP90B1
ENSG00000136003,ISCU
ENSG00000122033,MTIF3
ENSG00000133121,STARD13
ENSG00000180332,KCTD4
ENSG00000178235,SLITRK1
ENSG00000139880,CDH24
ENSG00000165502,RPL36AL
ENSG00000176903,PNMA1
ENSG00000140090,SLC24A4
ENSG00000156411,ATP5MPL
ENSG00000140319,SRP14
ENSG00000140391,TSPAN3
ENSG00000166503,HDGFL3
ENSG00000127561,SYNGR3
ENSG00000167005,NUDT21
ENSG00000166848,TERF2IP
ENSG00000140945,CDH13
ENSG00000124422,USP22
ENSG00000006125,AP2B1
ENSG00000186868,MAPT
ENSG00000134265,NAPG
ENSG00000125851,PCSK2
ENSG00000125868,DSTN
ENSG00000196562,SULF2
ENSG00000229833,PET100
ENSG00000133424,LARGE1
ENSG00000128272,ATF4
ENSG00000154723,ATP5PF
ENSG00000159140,SON
ENSG00000160209,PDXK
ENSG00000160213,CSTB
ENSG00000135976,ANKRD36
ENSG00000155506,LARP1
ENSG00000101745,ANKRD12
ENSG00000267469,AC005944.1
ENSG00000176092,CRYBG2
ENSG00000229044,AL451070.1
ENSG00000183615,FAM167B
ENSG00000122481,RWDD3
ENSG00000243480,AMY2A
ENSG00000158714,SLAMF8
ENSG00000229588,AL390115.1
ENSG00000243491,AC082651.3
ENSG00000179270,C2orf71
ENSG00000170634,ACYP2
ENSG00000115919,KYNU
ENSG00000123977,DAW1
ENSG00000157093,LYZL4
ENSG00000273356,LINC02019
ENSG00000163687,DNASE1L3
ENSG00000243701,DUBR
ENSG00000206384,COL6A6
ENSG00000270195,AC016773.1
ENSG00000157765,SLC34A2
ENSG00000145247,OCIAD2
ENSG00000163071,SPATA18
ENSG00000152595,MEPE
ENSG00000142731,PLK4
ENSG00000248197,LINC00290
ENSG00000205838,TTC23L
ENSG00000094755,GABRP
ENSG00000145912,NHP2
ENSG00000271761,AL021368.1
ENSG00000112110,MRPL18
ENSG00000006747,SCIN
ENSG00000236494,AC008080.4
ENSG00000285437,POLR2J3
ENSG00000147246,HTR2C
ENSG00000232611,AL683813.1
ENSG00000270154,AC130352.1
ENSG00000248738,AC037441.1
ENSG00000253457,SMIM18
ENSG00000104324,CPQ
ENSG00000204711,C9orf135
ENSG00000231990,AL442224.1
ENSG00000158169,FANCC
ENSG00000132274,TRIM22
ENSG00000175591,P2RY2
ENSG00000149968,MMP3
ENSG00000149305,HTR3B
ENSG00000185303,SFTPA2
ENSG00000120055,C10orf95
ENSG00000197893,NRAP
ENSG00000182022,CHST15
ENSG00000111247,RAD51AP1
ENSG00000110975,SYT10
ENSG00000139537,CCDC65
ENSG00000127325,BEST3
ENSG00000231738,TSPAN19
ENSG00000111199,TRPV4
ENSG00000092295,TGM1
ENSG00000257842,LINC02588
ENSG00000259017,AL133163.3
ENSG00000270016,AC026150.3
ENSG00000178997,EXD1
ENSG00000074803,SLC12A1
ENSG00000206177,HBM
ENSG00000116176,TPSG1
ENSG00000103522,IL21R
ENSG00000261609,GAN
ENSG00000261327,AC134312.5
ENSG00000181284,TMEM102
ENSG00000178999,AURKB
ENSG00000188522,FAM83G
ENSG00000275302,CCL4
ENSG00000274213,AC015912.3
ENSG00000166573,GALR1
ENSG00000276026,AL031665.2
ENSG00000213742,ZNF337-AS1
ENSG00000125999,BPIFB1
ENSG00000124256,ZBP1
ENSG00000175489,LRRC25
ENSG00000105369,CD79A
ENSG00000104852,SNRNP70
ENSG00000242259,C22orf39
ENSG00000077935,SMC1B
ENSG00000205930,C21orf62-AS1
ENSG00000156738,MS4A1
ENSG00000067606,PRKCZ
ENSG00000116688,MFN2
ENSG00000057757,PITHD1
ENSG00000134248,LAMTOR5
ENSG00000116459,ATP5PB
ENSG00000266472,MRPS21
ENSG00000160752,FDPS
ENSG00000160753,RUSC1
ENSG00000158864,NDUFS2
ENSG00000248485,PCP4L1
ENSG00000197959,DNM3
ENSG00000082482,KCNK2
ENSG00000143742,SRP9
ENSG00000143761,ARF1
ENSG00000119801,YPEL5
ENSG00000055813,CCDC85A
ENSG00000040933,INPP4A
ENSG00000170500,LONRF2
ENSG00000115762,PLEKHB2
ENSG00000170035,UBE2E3
ENSG00000115365,LANCL1
ENSG00000118242,MREG
ENSG00000116120,FARSB
ENSG00000197885,NKIRAS1
ENSG00000168036,CTNNB1
ENSG00000154174,TOMM70
ENSG00000065518,NDUFB4
ENSG00000114631,PODXL2
ENSG00000184897,H1FX
ENSG00000175040,CHST2
ENSG00000163956,LRPAP1
