gene_symbol,gene_name
ENSG00000205927,OLIG2
ENSG00000184221,OLIG1
ENSG00000159228,CBR1
ENSG00000160223,ICOSLG
ENSG00000183255,PTTG1IP
ENSG00000142173,COL6A2
ENSG00000160307,S100B
ENSG00000198888,MT-ND1
ENSG00000198763,MT-ND2
ENSG00000198804,MT-CO1
ENSG00000198712,MT-CO2
ENSG00000228253,MT-ATP8
ENSG00000198899,MT-ATP6
ENSG00000198938,MT-CO3
ENSG00000198840,MT-ND3
ENSG00000212907,MT-ND4L
ENSG00000198886,MT-ND4
ENSG00000198786,MT-ND5
ENSG00000198695,MT-ND6
ENSG00000198727,MT-CYB
ENSG00000097021,ACOT7
ENSG00000049245,VAMP3
ENSG00000169504,CLIC4
ENSG00000130770,ATP5IF1
ENSG00000121769,FABP3
ENSG00000184007,PTP4A2
ENSG00000117016,RIMS3
ENSG00000179178,TMEM125
ENSG00000117450,PRDX1
ENSG00000159658,EFCAB14
ENSG00000125703,ATG4C
ENSG00000184588,PDE4B
ENSG00000171492,LRRC8D
ENSG00000116473,RAP1A
ENSG00000092621,PHGDH
ENSG00000159164,SV2A
ENSG00000189171,S100A13
ENSG00000143578,CREB3L4
ENSG00000177954,RPS27
ENSG00000132702,HAPLN2
ENSG00000143321,HDGF
ENSG00000177807,KCNJ10
ENSG00000158859,ADAMTS4
ENSG00000143248,RGS5
ENSG00000143153,ATP1B1
ENSG00000090104,RGS1
ENSG00000143862,ARL8A
ENSG00000117266,CDK18
ENSG00000117691,NENF
ENSG00000168159,RNF187
ENSG00000116574,RHOU
ENSG00000168264,IRF2BP2
ENSG00000115194,SLC30A3
ENSG00000152689,RASGRP3
ENSG00000115355,CCDC88A
ENSG00000014641,MDH1
ENSG00000124374,PAIP2B
ENSG00000135636,DYSF
ENSG00000124356,STAMBP
ENSG00000157827,FMNL2
ENSG00000144283,PKP4
ENSG00000123636,BAZ2B
ENSG00000077380,DYNC1I2
ENSG00000079156,OSBPL6
ENSG00000138434,SSFA2
ENSG00000168542,COL3A1
ENSG00000162944,RFTN2
ENSG00000119013,NDUFB3
ENSG00000115365,LANCL1
ENSG00000197756,RPL37A
ENSG00000135926,TMBIM1
ENSG00000135929,CYP27A1
ENSG00000135924,DNAJB2
ENSG00000176720,BOK
ENSG00000144713,RPL32
ENSG00000183960,KCNH8
ENSG00000164050,PLXNB1
ENSG00000162244,RPL29
ENSG00000168297,PXK
ENSG00000080819,CPOX
ENSG00000181722,ZBTB20
ENSG00000065518,NDUFB4
ENSG00000082996,RNF13
ENSG00000213186,TRIM59
ENSG00000161203,AP2M1
ENSG00000188001,TPRG1
ENSG00000133256,PDE6B
ENSG00000185818,NAT8L
ENSG00000145247,OCIAD2
ENSG00000134851,TMEM165
ENSG00000109458,GAB1
ENSG00000164161,HHIP
ENSG00000109654,TRIM2
ENSG00000145423,SFRP2
ENSG00000196104,SPOCK3
ENSG00000183580,FBXL7
ENSG00000145555,MYO10
ENSG00000039560,RAI14
ENSG00000079215,SLC1A3
ENSG00000269961,AC010359.1
ENSG00000112851,ERBIN
ENSG00000038427,VCAN
ENSG00000127184,COX7C
ENSG00000081189,MEF2C
ENSG00000134986,NREP
ENSG00000164241,C5orf63
ENSG00000064651,SLC12A2
ENSG00000164402,SEPT8
ENSG00000213585,VDAC1
ENSG00000113575,PPP2CA
ENSG00000132563,REEP2
ENSG00000044115,CTNNA1
ENSG00000113070,HBEGF
ENSG00000183111,ARHGEF37
ENSG00000164587,RPS14
ENSG00000170271,FAXDC2
ENSG00000145864,GABRB2
ENSG00000113327,GABRG2
ENSG00000127022,CANX
ENSG00000113269,RNF130
ENSG00000124507,PACSIN1
ENSG00000137409,MTCH1
ENSG00000146122,DAAM2
ENSG00000012660,ELOVL5
ENSG00000151914,DST
ENSG00000112695,COX7A2
ENSG00000065609,SNAP91
ENSG00000164434,FABP7
ENSG00000118523,CTGF
ENSG00000112306,RPS12
ENSG00000118515,SGK1
ENSG00000091831,ESR1
ENSG00000112531,QKI
ENSG00000176381,PRR18
ENSG00000186340,THBS2
ENSG00000188191,PRKAR1B
ENSG00000189043,NDUFA4
ENSG00000106541,AGR2
ENSG00000146592,CREB5
ENSG00000180354,MTURN
ENSG00000227544,AC018647.1
ENSG00000122545,SEPT7
ENSG00000106624,AEBP1
ENSG00000127955,GNAI1
ENSG00000241468,ATP5MF
ENSG00000128564,VGF
ENSG00000008282,SYPL1
ENSG00000004059,ARF5
ENSG00000155093,PTPRN2
ENSG00000130962,PRRG1
ENSG00000131174,COX7B
ENSG00000186310,NAP1L3
ENSG00000133169,BEX1
ENSG00000133134,BEX2
ENSG00000188153,COL4A5
ENSG00000125356,NDUFA1
ENSG00000134590,RTL8C
ENSG00000129422,MTUS1
ENSG00000156011,PSD3
ENSG00000147459,DOCK5
ENSG00000092964,DPYSL2
ENSG00000197892,KIF13B
ENSG00000133739,LRRCC1
ENSG00000175305,CCNE2
ENSG00000164924,YWHAZ
ENSG00000168672,FAM84B
ENSG00000181790,ADGRB1
ENSG00000104529,EEF1D
ENSG00000137154,RPS6
ENSG00000119139,TJP2
ENSG00000107362,ABHD17B
ENSG00000106829,TLE4
ENSG00000136928,GABBR2
ENSG00000148123,PLPPR1
ENSG00000270332,SMC2-AS1
ENSG00000148180,GSN
ENSG00000148204,CRB2
ENSG00000197958,RPL12
ENSG00000171159,C9orf16
ENSG00000207955,AL359091.1
ENSG00000187239,FNBP1
ENSG00000107130,NCS1
ENSG00000117984,CTSD
ENSG00000129757,CDKN1C
ENSG00000086205,FOLH1
ENSG00000124920,MYRF
ENSG00000149489,ROM1
ENSG00000176485,PLA2G16
ENSG00000176340,COX8A
ENSG00000126432,PRDX5
ENSG00000133884,DPF2
ENSG00000245532,NEAT1
ENSG00000251562,MALAT1
ENSG00000174871,CNIH2
ENSG00000149269,PAK1
ENSG00000033327,GAB2
ENSG00000149218,ENDOD1
ENSG00000152558,TMEM123
ENSG00000137710,RDX
ENSG00000160584,SIK3
ENSG00000165629,ATP5F1C
ENSG00000065809,FAM107B
ENSG00000204175,GPRIN2
ENSG00000165476,REEP3
ENSG00000099282,TSPAN15
ENSG00000138316,ADAMTS14
ENSG00000107742,SPOCK2
ENSG00000166348,USP54
ENSG00000122367,LDB3
ENSG00000107798,LIPA
ENSG00000197430,OPALIN
ENSG00000171314,PGAM1
ENSG00000099194,SCD
ENSG00000120049,KCNIP2
ENSG00000173915,ATP5MD
ENSG00000166033,HTRA1
ENSG00000130643,CALY
ENSG00000006831,ADIPOR2
ENSG00000010278,CD9
ENSG00000111669,TPI1
ENSG00000139112,GABARAPL1
ENSG00000084453,SLCO1A2
ENSG00000111716,LDHB
ENSG00000183283,DAZAP2
ENSG00000065361,ERBB3
ENSG00000110958,PTGES3
ENSG00000198673,FAM19A2
ENSG00000135678,CPM
ENSG00000179104,TMTC2
ENSG00000139438,FAM222A
ENSG00000139433,GLTP
ENSG00000176871,WSB2
ENSG00000089041,P2RX7
ENSG00000180776,ZDHHC20
ENSG00000182957,SPATA13
ENSG00000133110,POSTN
ENSG00000179630,LACC1
ENSG00000102804,TSC22D1
ENSG00000133112,TPT1
ENSG00000150510,FAM124A
ENSG00000125247,TMTC4
ENSG00000092096,SLC22A17
ENSG00000129515,SNX6
ENSG00000165410,CFL2
ENSG00000258844,AL162511.1
ENSG00000213741,RPS29
ENSG00000126822,PLEKHG3
ENSG00000185650,ZFP36L1
ENSG00000080815,PSEN1
ENSG00000119655,NPC2
ENSG00000183648,NDUFB1
ENSG00000104067,TJP1
ENSG00000166923,GREM1
ENSG00000186417,GLDN
ENSG00000140262,TCF12
ENSG00000137818,RPLP1
ENSG00000067225,PKM
ENSG00000178741,COX5A
ENSG00000169783,LINGO1
ENSG00000196547,MAN2A2
ENSG00000140479,PCSK6
ENSG00000103184,SEC14L5
ENSG00000167191,GPRC5B
ENSG00000103316,CRYM
ENSG00000103490,PYCARD
ENSG00000103449,SALL1
ENSG00000135720,DYNC1LI2
ENSG00000003249,DBNDD1
ENSG00000108381,ASPA
ENSG00000220205,VAMP2
ENSG00000131899,LLGL1
ENSG00000109107,ALDOC
ENSG00000198242,RPL23A
ENSG00000006042,TMEM98
ENSG00000275832,ARHGAP23
ENSG00000108298,RPL19
ENSG00000108309,RUNDC3A
ENSG00000159199,ATP5MC1
ENSG00000154945,ANKRD40
ENSG00000180891,CUEDC1
ENSG00000141367,CLTC
ENSG00000266402,SNHG25
ENSG00000141338,ABCA8
ENSG00000204323,SMIM5
ENSG00000167889,MGAT5B
ENSG00000141524,TMC6
ENSG00000204278,TMEM235
ENSG00000108679,LGALS3BP
ENSG00000181409,AATK
ENSG00000184009,ACTG1
ENSG00000141458,NPC1
ENSG00000150656,CNDP1
ENSG00000266844,AC093330.1
ENSG00000088899,LZTS3
ENSG00000125868,DSTN
ENSG00000078804,TP53INP2
ENSG00000149633,KIAA1755
ENSG00000124126,PREX1
ENSG00000101210,EEF1A2
ENSG00000280213,UCKL1-AS1
ENSG00000115268,RPS15
ENSG00000127540,UQCR11
ENSG00000176490,DIRAS1
ENSG00000104964,AES
ENSG00000167676,PLIN4
ENSG00000105355,PLIN3
ENSG00000104833,TUBB4A
ENSG00000267855,NDUFA7
ENSG00000127445,PIN1
ENSG00000180739,S1PR5
ENSG00000130175,PRKCSH
ENSG00000186010,NDUFA13
ENSG00000169021,UQCRFS1
ENSG00000221946,FXYD7
ENSG00000068903,SIRT2
ENSG00000255974,CYP2A6
ENSG00000079435,LIPE
ENSG00000105767,CADM4
ENSG00000182013,PNMA8A
ENSG00000105402,NAPA
ENSG00000063180,CA11
ENSG00000142541,RPL13A
ENSG00000170906,NDUFA3
ENSG00000170889,RPS9
ENSG00000108107,RPL28
ENSG00000093010,COMT
ENSG00000250479,CHCHD10
ENSG00000240972,MIF
ENSG00000184076,UQCR10
ENSG00000128242,GAL3ST1
ENSG00000100225,FBXO7
ENSG00000100146,SOX10
ENSG00000183741,CBX6
ENSG00000100399,CHADL
ENSG00000130540,SULT4A1
ENSG00000154642,C21orf91
ENSG00000224924,LINC00320
ENSG00000069424,KCNAB2
ENSG00000163399,ATP1A1
ENSG00000163191,S100A11
ENSG00000188643,S100A16
ENSG00000162706,CADM3
ENSG00000157851,DPYSL5
ENSG00000144040,SFXN5
ENSG00000114993,RTKN
ENSG00000175874,CREG2
ENSG00000001561,ENPP4
ENSG00000172115,CYCS
ENSG00000198822,GRM3
ENSG00000106397,PLOD3
ENSG00000174469,CNTNAP2
ENSG00000102226,USP11
ENSG00000147403,RPL10
ENSG00000161016,RPL8
ENSG00000184014,DENND5A
ENSG00000110315,RNF141
ENSG00000110092,CCND1
ENSG00000152578,GRIA4
ENSG00000170759,KIF5B
ENSG00000150093,ITGB1
ENSG00000183230,CTNNA3
ENSG00000174437,ATP2A2
ENSG00000176463,SLCO3A1
ENSG00000206053,JPT2
ENSG00000149925,ALDOA
ENSG00000176749,CDK5R1
ENSG00000141934,PLPP2
ENSG00000125730,C3
