gene_symbol,gene_name
ENSG00000100030,MAPK1
ENSG00000250479,CHCHD10
ENSG00000099953,MMP11
ENSG00000240972,MIF
ENSG00000100095,SEZ6L
ENSG00000225783,MIAT
ENSG00000100219,XBP1
ENSG00000128245,YWHAH
ENSG00000221890,NPTXR
ENSG00000100316,RPL3
ENSG00000100321,SYNGR1
ENSG00000130540,SULT4A1
ENSG00000219438,FAM19A5
ENSG00000251322,SHANK3
ENSG00000154723,ATP5PF
ENSG00000241837,ATP5PO
ENSG00000160307,S100B
ENSG00000198804,MT-CO1
ENSG00000198712,MT-CO2
ENSG00000198899,MT-ATP6
ENSG00000198938,MT-CO3
ENSG00000198886,MT-ND4
ENSG00000198695,MT-ND6
ENSG00000198727,MT-CYB
ENSG00000179403,VWA1
ENSG00000078369,GNB1
ENSG00000067606,PRKCZ
ENSG00000157873,TNFRSF14
ENSG00000116254,CHD5
ENSG00000171735,CAMTA1
ENSG00000049245,VAMP3
ENSG00000162444,RBP7
ENSG00000054523,KIF1B
ENSG00000120948,TARDBP
ENSG00000132879,FBXO44
ENSG00000175206,NPPA
ENSG00000116786,PLEKHM2
ENSG00000159363,ATP13A2
ENSG00000117115,PADI2
ENSG00000173436,MINOS1
ENSG00000158828,PINK1
ENSG00000117245,KIF17
ENSG00000075151,EIF4G3
ENSG00000076864,RAP1GAP
ENSG00000169641,LUZP1
ENSG00000125944,HNRNPR
ENSG00000117318,ID3
ENSG00000142676,RPL11
ENSG00000001461,NIPAL3
ENSG00000169504,CLIC4
ENSG00000117616,RSRP1
ENSG00000157978,LDLRAP1
ENSG00000117643,MAN1C1
ENSG00000162430,SELENON
ENSG00000130775,THEMIS2
ENSG00000162512,SDC3
ENSG00000084636,COL16A1
ENSG00000184007,PTP4A2
ENSG00000134684,YARS
ENSG00000116497,S100PBP
ENSG00000116871,MAP7D1
ENSG00000197982,C1orf122
ENSG00000116983,HPCAL4
ENSG00000049089,COL9A2
ENSG00000179862,CITED4
ENSG00000177181,RIMKLA
ENSG00000065978,YBX1
ENSG00000179178,TMEM125
ENSG00000117408,IPO13
ENSG00000117410,ATP6V0B
ENSG00000196517,SLC6A9
ENSG00000142937,RPS8
ENSG00000070759,TESK2
ENSG00000117450,PRDX1
ENSG00000159658,EFCAB14
ENSG00000162374,ELAVL4
ENSG00000123091,RNF11
ENSG00000085832,EPS15
ENSG00000162378,ZYG11B
ENSG00000116209,TMEM59
ENSG00000116133,DHCR24
ENSG00000177606,JUN
ENSG00000162599,NFIA
ENSG00000125703,ATG4C
ENSG00000116675,DNAJC6
ENSG00000213625,LEPROT
ENSG00000184588,PDE4B
ENSG00000172260,NEGR1
ENSG00000137941,TTLL7
ENSG00000174021,GNG5
ENSG00000117155,SSX2IP
ENSG00000153904,DDAH1
ENSG00000097033,SH3GLB1
ENSG00000171492,LRRC8D
ENSG00000122406,RPL5
ENSG00000117528,ABCD3
ENSG00000117519,CNN3
ENSG00000117600,PLPPR4
ENSG00000118733,OLFM3
ENSG00000162631,NTNG1
ENSG00000085433,WDR47
ENSG00000134222,PSRC1
ENSG00000134243,SORT1
ENSG00000116337,AMPD2
ENSG00000134202,GSTM3
ENSG00000184371,CSF1
ENSG00000168710,AHCYL1
ENSG00000116473,RAP1A
ENSG00000116489,CAPZA1
ENSG00000198162,MAN1A2
ENSG00000092621,PHGDH
ENSG00000265241,RBM8A
ENSG00000265972,TXNIP
ENSG00000178104,PDE4DIP
ENSG00000272755,AC245297.2
ENSG00000159164,SV2A
ENSG00000264522,OTUD7B
ENSG00000118298,CA14
ENSG00000143418,CERS2
ENSG00000143409,MINDY1
ENSG00000213190,MLLT11
ENSG00000197747,S100A10
ENSG00000197956,S100A6
ENSG00000188643,S100A16
ENSG00000189334,S100A14
ENSG00000189171,S100A13
ENSG00000160678,S100A1
ENSG00000143543,JTB
ENSG00000177954,RPS27
ENSG00000143612,C1orf43
ENSG00000143603,KCNN3
ENSG00000169242,EFNA1
ENSG00000163463,KRTCAP2
ENSG00000160789,LMNA
ENSG00000116604,MEF2D
ENSG00000132702,HAPLN2
ENSG00000132692,BCAN
ENSG00000162728,KCNJ9
ENSG00000162729,IGSF8
ENSG00000018625,ATP1A2
ENSG00000162734,PEA15
ENSG00000162738,VANGL2
ENSG00000143256,PFDN2
ENSG00000158859,ADAMTS4
ENSG00000158864,NDUFS2
ENSG00000162745,OLFML2B
ENSG00000185630,PBX1
ENSG00000143157,POGK
ENSG00000143162,CREG1
ENSG00000143158,MPC2
ENSG00000213064,SFT2D2
ENSG00000117592,PRDX6
ENSG00000152092,ASTN1
ENSG00000198797,BRINP2
ENSG00000162783,IER5
ENSG00000198216,CACNA1E
ENSG00000135821,GLUL
ENSG00000162704,ARPC5
ENSG00000090104,RGS1
ENSG00000151414,NEK7
ENSG00000116857,TMEM9
ENSG00000159176,CSRP1
ENSG00000134375,TIMM17A
ENSG00000163435,ELF3
ENSG00000170075,GPR37L1
ENSG00000143847,PPFIA4
ENSG00000163485,ADORA1
ENSG00000058668,ATP2B4
ENSG00000143850,PLEKHA6
ENSG00000133056,PIK3C2B
ENSG00000198625,MDM4
ENSG00000184144,CNTN2
ENSG00000133069,TMCC2
ENSG00000117266,CDK18
ENSG00000158715,SLC45A3
ENSG00000162889,MAPKAPK2
ENSG00000162891,IL20
ENSG00000196352,CD55
ENSG00000008118,CAMK1G
ENSG00000143473,KCNH1
ENSG00000065600,TMEM206
ENSG00000117691,NENF
ENSG00000117707,PROX1
ENSG00000136636,KCTD3
ENSG00000162817,C1orf115
ENSG00000162819,BROX
ENSG00000162909,CAPN2
ENSG00000143753,DEGS1
ENSG00000143786,CNIH3
ENSG00000154380,ENAH
ENSG00000196187,TMEM63A
ENSG00000143811,PYCR2
ENSG00000163041,H3F3A
ENSG00000143799,PARP1
ENSG00000143772,ITPKB
ENSG00000143774,GUK1
ENSG00000198835,GJC2
ENSG00000168159,RNF187
ENSG00000116574,RHOU
ENSG00000177614,PGBD5
ENSG00000135750,KCNK1
ENSG00000059588,TARBP1
ENSG00000133019,CHRM3
ENSG00000226919,AL365184.1
ENSG00000054277,OPN3
ENSG00000153187,HNRNPU
ENSG00000162852,CNST
ENSG00000182551,ADI1
ENSG00000143797,MBOAT2
ENSG00000119185,ITGB1BP1
ENSG00000134308,YWHAQ
ENSG00000134318,ROCK2
ENSG00000197872,FAM49A
ENSG00000183891,TTC32
ENSG00000115884,SDC1
ENSG00000143878,RHOB
ENSG00000084731,KIF3C
ENSG00000084754,HADHA
ENSG00000171303,KCNK3
ENSG00000157851,DPYSL5
ENSG00000228474,OST4
ENSG00000138028,CGREF1
ENSG00000115194,SLC30A3
ENSG00000115226,FNDC4
ENSG00000013016,EHD3
ENSG00000152689,RASGRP3
ENSG00000115808,STRN
ENSG00000057935,MTA3
ENSG00000152518,ZFP36L2
ENSG00000138078,PREPL
ENSG00000116016,EPAS1
ENSG00000184261,KCNK12
ENSG00000068912,ERLEC1
ENSG00000115355,CCDC88A
ENSG00000028116,VRK2
ENSG00000138069,RAB1A
ENSG00000143995,MEIS1
ENSG00000119865,CNRIP1
ENSG00000115977,AAK1
ENSG00000169564,PCBP1
ENSG00000144040,SFXN5
ENSG00000163013,FBXO41
ENSG00000124356,STAMBP
ENSG00000204843,DCTN1
ENSG00000114993,RTKN
ENSG00000066032,CTNNA2
ENSG00000168906,MAT2A
ENSG00000118640,VAMP8
ENSG00000172005,MAL
ENSG00000168758,SEMA4C
ENSG00000168754,FAM178B
ENSG00000135940,COX5B
ENSG00000040933,INPP4A
ENSG00000196872,KIAA1211L
ENSG00000158417,EIF5B
ENSG00000071082,RPL31
ENSG00000071054,MAP4K4
ENSG00000235597,LINC01102
ENSG00000198914,POU3F3
ENSG00000135968,GCC2
ENSG00000175701,SMIM37
ENSG00000175772,LINC01106
ENSG00000155368,DBI
ENSG00000136732,GYPC
ENSG00000136717,BIN1
ENSG00000163166,IWS1
ENSG00000136699,SMPD4
ENSG00000136002,ARHGEF4
ENSG00000115762,PLEKHB2
ENSG00000169554,ZEB2
ENSG00000157827,FMNL2
ENSG00000177519,RPRM
ENSG00000144283,PKP4
ENSG00000136535,TBR1
ENSG00000115271,GCA
ENSG00000144285,SCN1A
ENSG00000172292,CERS6
ENSG00000081479,LRP2
ENSG00000077380,DYNC1I2
ENSG00000115935,WIPF1
ENSG00000154518,ATP5MC3
ENSG00000224189,HAGLR
ENSG00000226363,HAGLROS
ENSG00000170144,HNRNPA3
ENSG00000187231,SESTD1
ENSG00000162992,NEUROD1
ENSG00000138448,ITGAV
ENSG00000144369,FAM171B
ENSG00000187699,C2orf88
ENSG00000128641,MYO1B
ENSG00000144339,TMEFF2
ENSG00000115524,SF3B1
ENSG00000115896,PLCL1
ENSG00000238217,LINC01877
ENSG00000196141,SPATS2L
ENSG00000013441,CLK1
ENSG00000119013,NDUFB3
ENSG00000115993,TRAK2
ENSG00000204217,BMPR2
ENSG00000119004,CYP20A1
ENSG00000138443,ABI2
ENSG00000173166,RAPH1
ENSG00000114942,EEF1B2
ENSG00000114948,ADAM23
ENSG00000115365,LANCL1
ENSG00000079308,TNS1
ENSG00000135926,TMBIM1
ENSG00000144579,CTDSP1
ENSG00000135929,CYP27A1
ENSG00000144567,RETREG2
ENSG00000135924,DNAJB2
ENSG00000072182,ASIC4
ENSG00000114923,SLC4A3
ENSG00000123983,ACSL3
ENSG00000135905,DOCK10
ENSG00000153823,PID1
ENSG00000187957,DNER
ENSG00000187514,PTMA
ENSG00000182600,SNORC
ENSG00000130147,SH3BP4
ENSG00000124831,LRRFIP1
ENSG00000132329,RAMP1
ENSG00000172428,COPS9
ENSG00000130294,KIF1A
ENSG00000115685,PPP1R7
ENSG00000168385,SEPT2
ENSG00000176720,BOK
ENSG00000144619,CNTN4
ENSG00000144713,RPL32
ENSG00000163517,HDAC11
ENSG00000170860,LSM3
ENSG00000131386,GALNT15
ENSG00000182568,SATB1
ENSG00000183960,KCNH8
ENSG00000114166,KAT2B
ENSG00000174738,NR1D2
ENSG00000151090,THRB
ENSG00000153558,FBXL2
ENSG00000163673,DCLK3
ENSG00000168028,RPSA
ENSG00000188846,RPL14
ENSG00000281160,AC018358.1
ENSG00000093183,SEC22C
ENSG00000230084,AC006059.1
ENSG00000010282,HHATL
ENSG00000114646,CSPG5
ENSG00000164050,PLXNB1
ENSG00000178467,P4HTM
ENSG00000178252,WDR6
ENSG00000067560,RHOA
ENSG00000164076,CAMKV
ENSG00000003756,RBM5
ENSG00000114353,GNAI2
ENSG00000012171,SEMA3B
ENSG00000180929,GPR62
ENSG00000090097,PCBP4
ENSG00000248487,ABHD14A
ENSG00000164091,WDR82
ENSG00000136068,FLNB
ENSG00000168297,PXK
ENSG00000272182,AC135507.1
ENSG00000168309,FAM107A
ENSG00000163634,THOC7
ENSG00000144749,LRIG1
ENSG00000183662,FAM19A1
ENSG00000114541,FRMD4B
ENSG00000187098,MITF
ENSG00000114861,FOXP1
ENSG00000121440,PDZRN3
ENSG00000178700,DHFR2
ENSG00000269028,MTRNR2L12
ENSG00000113966,ARL6
ENSG00000080200,CRYBG3
ENSG00000114391,RPL24
ENSG00000144815,NXPE3
ENSG00000170017,ALCAM
ENSG00000114439,BBX
ENSG00000177707,NECTIN3
ENSG00000144834,TAGLN3
ENSG00000091972,CD200
ENSG00000144848,ATG3
ENSG00000114573,ATP6V1A
ENSG00000181722,ZBTB20
ENSG00000138495,COX17
ENSG00000163428,LRRC58
ENSG00000065518,NDUFB4
ENSG00000082684,SEMA5B
ENSG00000074416,MGLL
ENSG00000075785,RAB7A
ENSG00000184897,H1FX
ENSG00000196353,CPNE4
ENSG00000114019,AMOTL2
ENSG00000114115,RBP1
ENSG00000181804,SLC9A9
ENSG00000239922,AC092958.1
ENSG00000082996,RNF13
ENSG00000070087,PFN2
ENSG00000180044,C3orf80
ENSG00000213186,TRIM59
ENSG00000121858,TNFSF10
ENSG00000144959,NCEH1
ENSG00000161203,AP2M1
ENSG00000156976,EIF4A2
ENSG00000181092,ADIPOQ
ENSG00000188001,TPRG1
ENSG00000072274,TFRC
ENSG00000180370,PAK2
ENSG00000075711,DLG1
ENSG00000182899,RPL35A
ENSG00000273238,AC116565.1
ENSG00000169020,ATP5ME
ENSG00000243449,C4orf48
ENSG00000163956,LRPAP1
ENSG00000072832,CRMP1
ENSG00000152969,JAKMIP1
ENSG00000179010,MRFAP1
ENSG00000168214,RBPJ
ENSG00000163697,APBB2
ENSG00000064042,LIMCH1
ENSG00000124406,ATP8A1
ENSG00000145248,SLC10A4
ENSG00000075539,FRYL
ENSG00000109180,OCIAD1
ENSG00000134851,TMEM165
ENSG00000084093,REST
ENSG00000163453,IGFBP7
ENSG00000173542,MOB1B
ENSG00000156219,ART3
ENSG00000138758,SEPT11
ENSG00000118816,CCNI
ENSG00000152784,PRDM8
ENSG00000152795,HNRNPDL
ENSG00000249242,TMEM150C
ENSG00000145284,SCD5
ENSG00000163624,CDS1
ENSG00000177432,NAP1L5
ENSG00000138696,BMPR1B
ENSG00000164032,H2AFZ
ENSG00000109475,RPL34
ENSG00000145362,ANK2
ENSG00000174607,UGT8
ENSG00000164096,C4orf3
ENSG00000164111,ANXA5
ENSG00000109390,NDUFC1
ENSG00000153130,SCOC
ENSG00000109436,TBC1D9
ENSG00000109458,GAB1
ENSG00000153147,SMARCA5
ENSG00000164161,HHIP
ENSG00000061918,GUCY1B1
ENSG00000109738,GLRB
ENSG00000196104,SPOCK3
ENSG00000164303,ENPP6
ENSG00000151726,ACSL1
ENSG00000154556,SORBS2
ENSG00000171368,TPPP
ENSG00000206077,ZDHHC11B
ENSG00000250786,SNHG18
ENSG00000145555,MYO10
ENSG00000176788,BASP1
ENSG00000113387,SUB1
ENSG00000079215,SLC1A3
ENSG00000145592,RPL37
ENSG00000083720,OXCT1
ENSG00000250722,SELENOP
ENSG00000178996,SNX18
ENSG00000145632,PLK2
ENSG00000152932,RAB3C
ENSG00000197860,SGTB
ENSG00000112851,ERBIN
ENSG00000197822,OCLN
ENSG00000131711,MAP1B
ENSG00000157111,TMEM171
ENSG00000145741,BTF3
ENSG00000113231,PDE8B
ENSG00000152413,HOMER1
ENSG00000164300,SERINC5
ENSG00000039319,ZFYVE16
ENSG00000186468,RPS23
ENSG00000038427,VCAN
ENSG00000127184,COX7C
ENSG00000118985,ELL2
ENSG00000175426,PCSK1
ENSG00000145721,LIX1
ENSG00000145730,PAM
ENSG00000198961,PJA2
ENSG00000129625,REEP5
ENSG00000134970,TMED7
ENSG00000092421,SEMA6A
ENSG00000164904,ALDH7A1
ENSG00000145794,MEGF10
ENSG00000064651,SLC12A2
ENSG00000164398,ACSL6
ENSG00000131437,KIF3A
ENSG00000164402,SEPT8
ENSG00000164403,SHROOM1
ENSG00000152700,SAR1B
ENSG00000145824,CXCL14
ENSG00000152377,SPOCK1
ENSG00000120738,EGR1
ENSG00000171604,CXXC5
ENSG00000113578,FGF1
ENSG00000145819,ARHGAP26
ENSG00000113657,DPYSL3
ENSG00000183111,ARHGEF37
ENSG00000164587,RPS14
ENSG00000070614,NDST1
ENSG00000113140,SPARC
ENSG00000177556,ATOX1
ENSG00000170271,FAXDC2
ENSG00000172548,NIPAL4
ENSG00000170231,FABP6
ENSG00000118322,ATP10B
ENSG00000170584,NUDCD2
ENSG00000145934,TENM2
ENSG00000094755,GABRP
ENSG00000181163,NPM1
ENSG00000113732,ATP6V0E1
ENSG00000113749,HRH2
ENSG00000146066,HIGD2A
ENSG00000175416,CLTB
ENSG00000074317,SNCB
ENSG00000113758,DBN1
ENSG00000145912,NHP2
ENSG00000127022,CANX
ENSG00000161011,SQSTM1
ENSG00000113269,RNF130
ENSG00000021355,SERPINB1
ENSG00000124570,SERPINB6
ENSG00000137285,TUBB2B
ENSG00000112137,PHACTR1
ENSG00000145990,GFOD1
ENSG00000047579,DTNBP1
ENSG00000187837,HIST1H1C
ENSG00000096654,ZNF184
ENSG00000269293,ZSCAN16-AS1
ENSG00000204681,GABBR1
ENSG00000204655,MOG
ENSG00000196230,TUBB
ENSG00000137312,FLOT1
ENSG00000204580,DDR1
ENSG00000213719,CLIC1
ENSG00000204310,AGPAT1
ENSG00000204287,HLA-DRA
ENSG00000240065,PSMB9
ENSG00000231500,RPS18
ENSG00000231925,TAPBP
ENSG00000124507,PACSIN1
ENSG00000198755,RPL10A
ENSG00000164530,PI16
ENSG00000146122,DAAM2
ENSG00000112561,TFEB
ENSG00000124702,KLHDC3
ENSG00000137221,TJAP1
ENSG00000204052,LRRC73
ENSG00000096384,HSP90AB1
ENSG00000157593,SLC35B2
ENSG00000178233,TMEM151B
ENSG00000001561,ENPP4
ENSG00000170915,PAQR8
ENSG00000112144,ICK
ENSG00000112146,FBXO9
ENSG00000012660,ELOVL5
ENSG00000001084,GCLC
ENSG00000137269,LRRC1
ENSG00000151914,DST
ENSG00000112232,KHDRBS2
ENSG00000135298,ADGRB3
ENSG00000168216,LMBRD1
ENSG00000112309,B3GAT2
ENSG00000112695,COX7A2
ENSG00000118407,FILIP1
ENSG00000196586,MYO6
ENSG00000118418,HMGN3
ENSG00000065609,SNAP91
ENSG00000146278,PNRC1
ENSG00000172461,FUT9
ENSG00000112276,BVES
ENSG00000112335,SNX3
ENSG00000146360,GPR6
ENSG00000187189,TSPYL4
ENSG00000111897,SERINC1
ENSG00000164434,FABP7
ENSG00000079819,EPB41L2
ENSG00000118523,CTGF
ENSG00000112306,RPS12
ENSG00000118515,SGK1
ENSG00000171408,PDE7B
ENSG00000260418,AL023284.4
ENSG00000135525,MAP7
ENSG00000164442,CITED2
ENSG00000111961,SASH1
ENSG00000228408,AL031056.1
ENSG00000120265,PCMT1
ENSG00000131018,SYNE1
ENSG00000074706,IPCEF1
ENSG00000146426,TIAM2
ENSG00000078269,SYNJ2
ENSG00000146425,DYNLT1
ENSG00000092820,EZR
ENSG00000146453,PNLDC1
ENSG00000026652,AGPAT4
ENSG00000270419,CAHM
ENSG00000176381,PRR18
ENSG00000198818,SFT2D1
ENSG00000060762,MPC1
ENSG00000186340,THBS2
ENSG00000008018,PSMB1
ENSG00000075624,ACTB
ENSG00000075618,FSCN1
ENSG00000136238,RAC1
ENSG00000136240,KDELR2
ENSG00000106392,C1GALT1
ENSG00000122644,ARL4A
ENSG00000106524,ANKMY2
ENSG00000106537,TSPAN13
ENSG00000105855,ITGB8
ENSG00000136237,RAPGEF5
ENSG00000196683,TOMM7
ENSG00000122591,FAM126A
ENSG00000105926,MPP6
ENSG00000122566,HNRNPA2B1
ENSG00000086300,SNX10
ENSG00000180354,MTURN
ENSG00000240583,AQP1
ENSG00000154678,PDE1C
ENSG00000227544,AC018647.1
ENSG00000011426,ANLN
ENSG00000058404,CAMK2B
ENSG00000015676,NUDCD3
ENSG00000196262,PPIA
ENSG00000136280,CCM2
ENSG00000136274,NACAD
ENSG00000106078,COBL
ENSG00000132432,SEC61G
ENSG00000126524,SBDS
ENSG00000189143,CLDN4
ENSG00000127946,HIP1
ENSG00000146701,MDH2
ENSG00000106211,HSPB1
ENSG00000127955,GNAI1
ENSG00000153956,CACNA2D1
ENSG00000170381,SEMA3E
ENSG00000075213,SEMA3A
ENSG00000198822,GRM3
ENSG00000164659,KIAA1324L
ENSG00000075142,SRI
ENSG00000058091,CDK14
ENSG00000001629,ANKIB1
ENSG00000105810,CDK6
ENSG00000105854,PON2
ENSG00000004799,PDK4
ENSG00000158560,DYNC1I1
ENSG00000004864,SLC25A13
ENSG00000006128,TAC1
ENSG00000070669,ASNS
ENSG00000164715,LMTK2
ENSG00000106236,NPTX2
ENSG00000241468,ATP5MF
ENSG00000146828,SLC12A9
ENSG00000106397,PLOD3
ENSG00000214253,FIS1
ENSG00000005249,PRKAR2B
ENSG00000091136,LAMB1
ENSG00000128573,FOXP2
ENSG00000198898,CAPZA2
ENSG00000196937,FAM3C
ENSG00000106278,PTPRZ1
ENSG00000081803,CADPS2
ENSG00000128609,NDUFA5
ENSG00000170775,GPR37
ENSG00000128594,LRRC4
ENSG00000174697,LEP
ENSG00000128591,FLNC
ENSG00000128524,ATP6V1F
ENSG00000122786,CALD1
ENSG00000146859,TMEM140
ENSG00000105894,PTN
ENSG00000064393,HIPK2
ENSG00000090266,NDUFB2
ENSG00000257093,KIAA1147
ENSG00000174469,CNTNAP2
ENSG00000055118,KCNH2
ENSG00000106617,PRKAG2
ENSG00000239911,PRKAG2-AS1
ENSG00000133627,ACTR3B
ENSG00000205542,TMSB4X
ENSG00000198759,EGFL6
ENSG00000046653,GPM6B
ENSG00000184831,APOO
ENSG00000130962,PRRG1
ENSG00000165169,DYNLT3
ENSG00000165175,MID1IP1
ENSG00000182220,ATP6AP2
ENSG00000147050,KDM6A
ENSG00000147123,NDUFB11
ENSG00000102225,CDK16
ENSG00000102265,TIMP1
ENSG00000158352,SHROOM4
ENSG00000179222,MAGED1
ENSG00000184205,TSPYL2
ENSG00000169562,GJB1
ENSG00000102158,MAGT1
ENSG00000102144,PGK1
ENSG00000102271,KLHL4
ENSG00000241343,RPL36A
ENSG00000204071,TCEAL6
ENSG00000198932,GPRASP1
ENSG00000133169,BEX1
ENSG00000166681,BEX3
ENSG00000133142,TCEAL4
ENSG00000188153,COL4A5
ENSG00000174460,ZCCHC12
ENSG00000101856,PGRMC1
ENSG00000125675,GRIA3
ENSG00000188706,ZDHHC9
ENSG00000134590,RTL8C
ENSG00000022267,FHL1
ENSG00000281508,AL078639.1
ENSG00000182195,LDOC1
ENSG00000183837,PNMA3
ENSG00000182492,BGN
ENSG00000067842,ATP2B3
ENSG00000130822,PNCK
ENSG00000067840,PDZD4
ENSG00000071553,ATP6AP1
ENSG00000071889,FAM3A
ENSG00000182372,CLN8
ENSG00000164733,CTSB
ENSG00000104723,TUSC3
ENSG00000129422,MTUS1
ENSG00000171428,NAT1
ENSG00000061337,LZTS1
ENSG00000168481,LGI3
ENSG00000008853,RHOBTB2
ENSG00000147459,DOCK5
ENSG00000092964,DPYSL2
ENSG00000015592,STMN4
ENSG00000197892,KIF13B
ENSG00000120875,DUSP4
ENSG00000183779,ZNF703
ENSG00000156675,RAB11FIP1
ENSG00000147533,GOLGA7
ENSG00000168575,SLC20A2
ENSG00000221869,CEBPD
ENSG00000169139,UBE2V2
ENSG00000147488,ST18
ENSG00000169085,VXN
ENSG00000104205,SGK3
ENSG00000147604,RPL7
ENSG00000147588,PMP2
ENSG00000184672,RALYL
ENSG00000176731,C8orf59
ENSG00000156467,UQCRB
ENSG00000104324,CPQ
ENSG00000156482,RPL30
ENSG00000070756,PABPC1
ENSG00000155097,ATP6V1C1
ENSG00000104412,EMC2
ENSG00000164794,KCNV1
ENSG00000164754,RAD21
ENSG00000136999,NOV
ENSG00000254343,AC091563.1
ENSG00000164983,TMEM65
ENSG00000170873,MTSS1
ENSG00000104419,NDRG1
ENSG00000104472,CHRAC1
ENSG00000169398,PTK2
ENSG00000261710,AC104417.2
ENSG00000181790,ADGRB1
ENSG00000180155,LYNX1
ENSG00000277494,GPIHBP1
ENSG00000104529,EEF1D
ENSG00000180900,SCRIB
ENSG00000185189,NRBP2
ENSG00000178719,GRINA
ENSG00000107104,KANK1
ENSG00000106688,SLC1A1
ENSG00000099219,ERMP1
ENSG00000153707,PTPRD
ENSG00000107186,MPDZ
ENSG00000147862,NFIB
ENSG00000107295,SH3GL2
ENSG00000137154,RPS6
ENSG00000120162,MOB3B
ENSG00000165272,AQP3
ENSG00000010438,PRSS3
ENSG00000107341,UBE2R2
ENSG00000137070,IL11RA
ENSG00000137077,CCL21
ENSG00000122733,PHF24
ENSG00000198467,TPM2
ENSG00000137076,TLN1
ENSG00000122694,GLIPR2
ENSG00000137106,GRHPR
ENSG00000107338,SHB
ENSG00000283486,FAM95C
ENSG00000107242,PIP5K1B
ENSG00000119139,TJP2
ENSG00000119125,GDA
ENSG00000135069,PSAT1
ENSG00000106829,TLE4
ENSG00000254473,AL354920.1
ENSG00000165119,HNRNPK
ENSG00000106723,SPIN1
ENSG00000148082,SHC3
ENSG00000187764,SEMA4D
ENSG00000158079,PTPDC1
ENSG00000148120,C9orf3
ENSG00000130956,HABP4
ENSG00000081377,CDC14B
ENSG00000136842,TMOD1
ENSG00000136938,ANP32B
ENSG00000148123,PLPPR1
ENSG00000070214,SLC44A1
ENSG00000095203,EPB41L4B
ENSG00000165124,SVEP1
ENSG00000136867,SLC31A2
ENSG00000148218,ALAD
ENSG00000095397,WHRN
ENSG00000078725,BRINP1
ENSG00000119421,NDUFA8
ENSG00000148204,CRB2
ENSG00000136950,ARPC5L
ENSG00000173611,SCAI
ENSG00000196814,MVB12B
ENSG00000136895,GARNL3
ENSG00000167106,FAM102A
ENSG00000106976,DNM1
ENSG00000207955,AL359091.1
ENSG00000167123,CERCAM
ENSG00000119335,SET
ENSG00000187239,FNBP1
ENSG00000107130,NCS1
ENSG00000130720,FIBCD1
ENSG00000160271,RALGDS
ENSG00000148303,RPL7A
ENSG00000148411,NACC2
ENSG00000148400,NOTCH1
ENSG00000169692,AGPAT2
ENSG00000107223,EDF1
ENSG00000107331,ABCA2
ENSG00000107281,NPDC1
ENSG00000186193,SAPCD2
ENSG00000212864,RNF208
ENSG00000188229,TUBB4B
ENSG00000165802,NSMF
ENSG00000185201,IFITM2
ENSG00000023191,RNH1
ENSG00000177030,DEAF1
ENSG00000177156,TALDO1
ENSG00000177685,CRACR2B
ENSG00000177700,POLR2L
ENSG00000184545,DUSP8
ENSG00000177105,RHOG
ENSG00000166313,APBB1
ENSG00000166340,TPP1
ENSG00000166394,CYB5R2
ENSG00000166441,RPL27A
ENSG00000175356,SCUBE2
ENSG00000184014,DENND5A
ENSG00000255823,MTRNR2L8
ENSG00000110315,RNF141
ENSG00000110328,GALNT18
ENSG00000148925,BTBD10
ENSG00000197601,FAR1
ENSG00000110696,C11orf58
ENSG00000110700,RPS13
ENSG00000198168,SVIP
ENSG00000134343,ANO3
ENSG00000066382,MPPED2
ENSG00000026508,CD44
ENSG00000254664,AC103681.2
ENSG00000121653,MAPK8IP1
ENSG00000175220,ARHGAP1
ENSG00000165912,PACSIN3
ENSG00000110514,MADD
ENSG00000149187,CELF1
ENSG00000149476,TKFC
ENSG00000134780,DAGLA
ENSG00000134825,TMEM258
ENSG00000134824,FADS2
ENSG00000167995,BEST1
ENSG00000167996,FTH1
ENSG00000124942,AHNAK
ENSG00000149489,ROM1
ENSG00000168000,BSCL2
ENSG00000162188,GNG3
ENSG00000168002,POLR2G
ENSG00000176485,PLA2G16
ENSG00000184743,ATL3
ENSG00000176340,COX8A
ENSG00000167770,OTUB1
ENSG00000110076,NRXN2
ENSG00000110047,EHD1
ENSG00000149806,FAU
ENSG00000149798,CDC42EP2
ENSG00000245532,NEAT1
ENSG00000173327,MAP3K11
ENSG00000175602,CCDC85B
ENSG00000174996,KLC2
ENSG00000179292,TMEM151A
ENSG00000173898,SPTBN2
ENSG00000110697,PITPNM1
ENSG00000084207,GSTP1
ENSG00000069482,GAL
ENSG00000197345,MRPL21
ENSG00000085733,CTTN
ENSG00000175582,RAB6A
ENSG00000165434,PGM2L1
ENSG00000118363,SPCS2
ENSG00000149273,RPS3
ENSG00000062282,DGAT2
ENSG00000078124,ACER3
ENSG00000151365,THRSP
ENSG00000073921,PICALM
ENSG00000168959,GRM5
ENSG00000165323,FAT3
ENSG00000123901,GPR83
ENSG00000149218,ENDOD1
ENSG00000149212,SESN3
ENSG00000152558,TMEM123
ENSG00000110675,ELMOD1
ENSG00000137710,RDX
ENSG00000150764,DIXDC1
ENSG00000186318,BACE1
ENSG00000149575,SCN2B
ENSG00000019144,PHLDB1
ENSG00000118181,RPS25
ENSG00000076706,MCAM
ENSG00000023171,GRAMD1B
ENSG00000221932,HEPN1
ENSG00000149557,FEZ1
