# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000196812    6   28057338   28107860    155      11  35802       7.0893    0.00036141       7.0889
ENSG00000261839    6   28069627   28117456    142      10  35802       6.9528    0.00036141       6.9525
ENSG00000198315    6   28074688   28137250    193      11  35802       7.1269    0.00036141       7.1265
ENSG00000269293    6   28079573   28140071    185      12  35802       7.4198    0.00036141       7.4195
ENSG00000137185    6   28157664   28211260    129      16  35802        8.432    0.00036141       8.4316
ENSG00000189134    6   28192098   28238736    106      16  35802       9.1992    0.00036141       9.1989
ENSG00000197062    6   28199788   28255974    112      16  35802       9.2921    0.00036141       9.2917
ENSG00000187626    6   28202401   28262011    121      18  35802       9.2999    0.00036141       9.2995
ENSG00000137338    6   28214314   28280326    147      20  35802       9.2171    0.00036141       9.2167
ENSG00000235109    6   28282470   28359048    228      21  35802       9.5419    0.00036141       9.5415
ENSG00000189298    6   28282691   28346947    195      21  35802       9.7196    0.00036141       9.7193
ENSG00000158691    6   28336732   28402511    210      12  35802       7.4135    0.00036141       7.4132
ENSG00000187987    6   28389707   28446279    140      17  35802       7.0058    0.00036141       7.0054
ENSG00000224586    6   28458702   28512729    119      17  35802       1.8161    0.00036141       1.8158
ENSG00000246350    6   28520155   28569524     97      16  35802       6.8573    0.00036141        6.857
ENSG00000232040    6   28529407   28618989    200      25  35802       6.7305    0.00036141       6.7301
ENSG00000235570    6   28606063   28651843     84      15  35802       7.2933    0.00036141       7.2929
ENSG00000225173    6   28795646   28841783    138      16  35802       10.465    0.00036141       10.465
ENSG00000225595    6   28817402   28867407    166      18  35802       10.319    0.00036141       10.319
ENSG00000224157    6   28829307   28875099    144      15  35802       9.4099    0.00036141       9.4095
ENSG00000204713    6   28860779   28926766    175      14  35802       7.5555    0.00036141       7.5551
ENSG00000204709    6   28876654   28922314    117      12  35802       7.8243    0.00036141        7.824
ENSG00000227214    6   28918980   28965261     90      11  35802       7.4162    0.00036141       7.4159
ENSG00000244349    6   28919577   28966313     91      11  35802       7.4152    0.00036141       7.4148
ENSG00000197935    6   28952562   29008093     98      11  35802       7.0547    0.00036141       7.0543
ENSG00000229274    6   29430286   29488333     32       5  35802       10.574    0.00036141       10.574
ENSG00000237988    6   29485996   29531943     13       6  35802       10.781    0.00036141        10.78
ENSG00000213886    6   29513292   29562702     26       8  35802        10.74    0.00036141        10.74
ENSG00000204681    6   29513406   29636753    246      26  35802       5.8405    0.00036141       5.8401
ENSG00000204657    6   29520683   29566745     30       8  35802       9.9597    0.00036141       9.9593
ENSG00000204655    6   29589758   29650149    245      32  35802       6.5096    0.00036141       6.5093
ENSG00000204644    6   29630169   29683887    478      24  35802        6.174    0.00036141       6.1737
ENSG00000204642    6   29655552   29716305    594      25  35802       6.5591    0.00036141       6.5587
ENSG00000272236    6   29709742   29754984    465      22  35802        6.936    0.00036141       6.9356
ENSG00000204632    6   29759744   29808902    458      14  35802       6.6214    0.00036141       6.6211
ENSG00000206503    6   29874037   29923661    242      13  35802       6.5629    0.00036141       6.5625
ENSG00000204625    6   29907889   29956183     51       4  35802       6.5044    0.00036141        6.504
ENSG00000066379    6   29991676   30042686      3       1  35802       6.5644    0.00036141       6.5641
ENSG00000204619    6   29999486   30048110      2       1  35802       6.6064    0.00036141        6.606
ENSG00000204618    6   30028043   30078664      2       1  35802       6.5887    0.00036141       6.5884
ENSG00000204616    6   30060674   30115883      1       1  35802       10.005    0.00036141       10.005
ENSG00000204610    6   30095993   30150473      4       1  35802       7.0874    0.00036141        7.087
ENSG00000204613    6   30109722   30163711      8       1  35802       7.0773    0.00036141       7.0769
ENSG00000234127    6   30142232   30216204      8       1  35802       7.0745    0.00036141       7.0741
ENSG00000270604    6   30191816   30328911     28       1  35802       7.2371    0.00036141       7.2367
ENSG00000231074    6   30245174   30329927     24       1  35802       7.2425    0.00036141       7.2421
ENSG00000204599    6   30259256   30321506     11       1  35802        7.379    0.00036141       7.3786
ENSG00000241370    6   30277908   30324661     14       1  35802       7.4004    0.00036141       7.4001
ENSG00000204592    6   30422244   30471982      3       1  35802       7.0392    0.00036141       7.0389
ENSG00000235781    6   30449043   30496994      1       1  35802       10.078    0.00036141       10.078
ENSG00000204576    6   30489663   30541500      5       1  35802       6.9875    0.00036141       6.9872
ENSG00000204590    6   30499154   30559951      5       1  35802       7.0012    0.00036141       7.0008
ENSG00000204574    6   30504153   30574956      7       1  35802       7.2705    0.00036141       7.2701
ENSG00000204568    6   30550486   30604172      4       1  35802       7.7052    0.00036141       7.7049
ENSG00000204569    6   30558177   30621389      6       1  35802        7.576    0.00036141       7.5756
ENSG00000137343    6   30559619   30624600      6       1  35802        7.576    0.00036141       7.5756
ENSG00000204564    6   30579816   30630987      4       1  35802       7.0963    0.00036141       7.0959
ENSG00000204560    6   30610896   30675814      7       1  35802       7.5168    0.00036141       7.5165
ENSG00000146112    6   30634166   30690672      6       1  35802       7.2925    0.00036141       7.2921
ENSG00000137404    6   30645824   30694197      5       1  35802       7.3386    0.00036141       7.3382
ENSG00000196230    6   30652978   30703203      5       1  35802       7.3467    0.00036141       7.3464
ENSG00000137337    6   30657584   30720666      9       1  35802       7.2372    0.00036141       7.2368
ENSG00000272273    6   30675706   30721369     10       1  35802        7.305    0.00036141       7.3046
ENSG00000272540    6   30680882   30726654     14       1  35802       7.3718    0.00036141       7.3714
ENSG00000137312    6   30685486   30745510     26       2  35802       7.9483    0.00036141       7.9479
ENSG00000228022    6   30699602   30770027     59       2  35802       7.8793    0.00036141       7.8789
ENSG00000137331    6   30700976   30747331     27       2  35802       7.8391    0.00036141       7.8388
ENSG00000214894    6   30756431   30833436     67       4  35802       8.9579    0.00036141       8.9575
ENSG00000204580    6   30809198   30877933     38       4  35802       9.0579    0.00036141       9.0576
ENSG00000237775    6   30824759   30878695     28       4  35802       9.0099    0.00036141       9.0095
ENSG00000213780    6   30840961   30891883     29       5  35802       9.2333    0.00036141        9.233
ENSG00000137411    6   30841019   30904236     40       6  35802       9.5975    0.00036141       9.5971
ENSG00000196260    6   30889130   30934952     35       8  35802       10.593    0.00036141       10.593
ENSG00000228789    6   30986227   31037667    526      34  35802       6.8005    0.00036141       6.8001
ENSG00000204540    6   31047527   31117869    709      36  35802       6.4117    0.00036141       6.4114
ENSG00000204542    6   31069000   31115336    480      38  35802        6.533    0.00036141       6.5326
ENSG00000204539    6   31072867   31123223    493      42  35802       6.7166    0.00036141       6.7162
ENSG00000137310    6   31091319   31144936    505      32  35802       6.5726    0.00036141       6.5723
ENSG00000204536    6   31100216   31161015    648      36  35802       6.5791    0.00036141       6.5788
ENSG00000204531    6   31122119   31183508    791      31  35802       6.7517    0.00036141       6.7513
ENSG00000206344    6   31130537   31181745    719      32  35802       6.4291    0.00036141       6.4288
ENSG00000272501    6   31152977   31200814    751      34  35802       7.6613    0.00036141       7.6609
ENSG00000204525    6   31226526   31274907   1549      37  35802       6.1785    0.00036141       6.1781
ENSG00000234745    6   31311649   31359965   1553      49  35802       8.2981    0.00036141       8.2978
ENSG00000204520    6   31336356   31393092   1084      33  35802       3.8388    0.00036141       3.8384
ENSG00000272221    6   31352066   31398272    712      30  35802       2.6096    0.00036141       2.6092
ENSG00000230174    6   31374444   31424750    767      30  35802       3.3445    0.00036141       3.3442
ENSG00000204516    6   31427658   31488901    708      41  35802       7.8761    0.00036141       7.8757
ENSG00000204511    6   31461494   31508009    426      28  35802       5.3892    0.00036141       5.3888
ENSG00000234006    6   31475081   31520915    306      26  35802       4.2512    0.00036141       4.2508
ENSG00000204498    6   31479647   31536606    340      31  35802       3.9772    0.00036141       3.9769
ENSG00000198563    6   31487996   31545225    303      30  35802       3.8175    0.00036141       3.8171
ENSG00000254870    6   31487996   31549385    312      32  35802       4.1407    0.00036141       4.1404
ENSG00000213760    6   31502239   31551204    226      38  35802       4.2305    0.00036141       4.2301
ENSG00000226979    6   31504831   31552101    216      37  35802       4.3538    0.00036141       4.3534
ENSG00000232810    6   31508344   31556113    199      35  35802       3.9219    0.00036141       3.9215
ENSG00000204482    6   31518901   31566686    205      37  35802       4.5348    0.00036141       4.5344
ENSG00000227507    6   31538302   31585299    177      43  35802       7.0956    0.00036141       7.0953
ENSG00000204475    6   31546672   31595762    186      42  35802       8.7721    0.00036141       8.7718
ENSG00000204472    6   31547961   31594798    178      42  35802       8.6617    0.00036141       8.6614
ENSG00000204469    6   31553497   31615548    240      46  35802       9.8584    0.00036141        9.858
ENSG00000204444    6   31585193   31635987    168      27  35802       9.2135    0.00036141       9.2131
ENSG00000227198    6   31591106   31638498    152      26  35802       9.2529    0.00036141       9.2525
ENSG00000204463    6   31596805   31655482    167      27  35802       7.9824    0.00036141       7.9821
ENSG00000204435    6   31598013   31648120    153      27  35802       8.1249    0.00036141       8.1245
ENSG00000240053    6   31602944   31651553    140      26  35802        7.651    0.00036141       7.6507
ENSG00000204439    6   31616075   31663549    112      21  35802       6.4232    0.00036141       6.4228
ENSG00000204438    6   31619006   31669060    118      20  35802       6.1007    0.00036141       6.1003
ENSG00000204428    6   31634461   31686817    116      22  35802        4.785    0.00036141       4.7846
ENSG00000250641    6   31639681   31695695    118      22  35802       4.7317    0.00036141       4.7313
ENSG00000204427    6   31644726   31706221    116      22  35802       5.7648    0.00036141       5.7644
ENSG00000204420    6   31651371   31704491    101      21  35802       5.7666    0.00036141       5.7662
ENSG00000204410    6   31672725   31742622    151      28  35802       8.9632    0.00036141       8.9629
ENSG00000255152    6   31672797   31742628    151      28  35802       8.9632    0.00036141       8.9629
ENSG00000204421    6   31676425   31724622     99      22  35802       7.9175    0.00036141       7.9171
ENSG00000213722    6   31684815   31733394     98      21  35802       9.3925    0.00036141       9.3921
ENSG00000213719    6   31688358   31742540    112      23  35802       9.8583    0.00036141        9.858
ENSG00000235663    6   31722087   31768365     97      23  35802        10.54    0.00036141       10.539
ENSG00000204396    6   31723367   31780108    127      29  35802       10.511    0.00036141       10.511
ENSG00000204394    6   31735295   31798730    143      35  35802       9.4746    0.00036141       9.4743
ENSG00000204389    6   31748291   31795723    113      30  35802       9.2836    0.00036141       9.2832
ENSG00000204392    6   31755173   31809761    148      35  35802       8.8627    0.00036141       8.8624
ENSG00000204388    6   31760512   31808031    138      33  35802       8.8321    0.00036141       8.8318
ENSG00000204387    6   31767385   31817541    141      33  35802       8.0031    0.00036141       8.0028
ENSG00000204390    6   31767396   31818437    145      33  35802       8.1719    0.00036141       8.1715
ENSG00000204386    6   31815436   31865683    152      29  35802       7.4813    0.00036141        7.481
ENSG00000237080    6   31816538   31861831    139      28  35802       7.4538    0.00036141       7.4534
ENSG00000204385    6   31820969   31881823    166      32  35802       8.1322    0.00036141       8.1318
ENSG00000166278    6   31830562   31923449    261      32  35802       7.7104    0.00036141         7.71
ENSG00000204371    6   31837536   31900464    183      35  35802       7.4369    0.00036141       7.4365
ENSG00000204366    6   31857384   31904769    127      30  35802       6.8122    0.00036141       6.8118
ENSG00000243649    6   31860475   31929861    182      33  35802       6.4582    0.00036141       6.4578
ENSG00000204351    6   31891857   31947532    159      28  35802       5.5123    0.00036141       5.5119
ENSG00000204344    6   31903868   31960598    129      23  35802       5.4039    0.00036141       5.4035
ENSG00000204356    6   31909864   31961887    116      25  35802       5.9695    0.00036141       5.9692
ENSG00000244731    6   31914801   31980458    124      28  35802       5.7849    0.00036141       5.7845
ENSG00000204348    6   31927587   31975069     83      22  35802       5.3686    0.00036141       5.3682
ENSG00000224389    6   31947539   32013195     40      16  35802       3.3791    0.00036141       3.3788
ENSG00000231852    6   31971042   32019447     53      22  35802       5.1752    0.00036141       5.1748
ENSG00000168477    6   31998931   32118111    244      43  35802       7.1859    0.00036141       7.1856
ENSG00000213676    6   32055953   32131030    160      35  35802       7.6256    0.00036141       7.6252
ENSG00000221988    6   32086218   32144011    125      27  35802       8.7922    0.00036141       8.7918
ENSG00000204315    6   32086484   32133068     99      24  35802          8.1    0.00036141       8.0996
ENSG00000258388    6   32086622   32149755    141      26  35802        9.422    0.00036141       9.4217
ENSG00000241404    6   32097360   32146058    111      23  35802       9.0184    0.00036141       9.0181
ENSG00000204314    6   32106136   32157150    124      22  35802       10.036    0.00036141       10.036
ENSG00000204308    6   32111131   32161930    123      22  35802       10.451    0.00036141        10.45
ENSG00000204310    6   32125989   32180873    159      27  35802        10.42    0.00036141        10.42
ENSG00000204305    6   32138745   32187101    149      25  35802       9.7945    0.00036141       9.7941
ENSG00000204304    6   32142512   32192963    176      29  35802       9.8636    0.00036141       9.8633
ENSG00000213654    6   32148543   32198300    207      35  35802       9.0954    0.00036141        9.095
ENSG00000204301    6   32152620   32226844    327      35  35802        10.24    0.00036141        10.24
ENSG00000225914    6   32188488   32243615    308      21  35802       8.7955    0.00036141       8.7951
ENSG00000204290    6   32351740   32409905    390      19  35802        8.022    0.00036141       8.0216
ENSG00000204287    6   32372619   32422823    494      21  35802       8.1863    0.00036141       8.1859
ENSG00000198502    6   32475120   32533064    299       7  35802       2.1373    0.00036141       2.1369
ENSG00000196126    6   32536546   32592625   1654      24  35802        5.664    0.00036141       5.6636
ENSG00000196735    6   32560956   32624839   2401      25  35802       6.1247    0.00036141       6.1243
ENSG00000223534    6   32592657   32638506   1588      26  35802       6.7537    0.00036141       6.7533
ENSG00000179344    6   32617244   32671160   1669      24  35802       5.3535    0.00036141       5.3531
ENSG00000237541    6   32674119   32724992   1257      18  35802       5.4117    0.00036141       5.4113
ENSG00000232629    6   32713875   32766311    713      21  35802        3.674    0.00036141       3.6736
ENSG00000241106    6   32770540   32819825    444      40  35802       4.6741    0.00036141       4.6737
ENSG00000204261    6   32776863   32824272    409      43  35802       4.3513    0.00036141       4.3509
ENSG00000240065    6   32776913   32837362    488      48  35802        4.797    0.00036141       4.7967
ENSG00000204267    6   32779610   32841557    485      47  35802       5.0328    0.00036141       5.0325
ENSG00000204264    6   32798494   32847480    345      27  35802       5.0332    0.00036141       5.0329
ENSG00000168394    6   32802986   32856755    387      27  35802       4.8563    0.00036141       4.8559
ENSG00000242574    6   32892406   32943847    264      24  35802       4.6016    0.00036141       4.6012
ENSG00000204256    6   32901437   32959282    320      26  35802       4.5891    0.00036141       4.5888
ENSG00000204257    6   32906390   32971871    373      36  35802       5.7647    0.00036141       5.7644
ENSG00000204252    6   32961955   33012389    402      39  35802       3.9838    0.00036141       3.9834
ENSG00000223865    6   33008703   33064978    868      21  35802        3.244    0.00036141       3.2437
ENSG00000231389    6   33022346   33083552    901      20  35802       2.8165    0.00036141       2.8162
ENSG00000204248    6   33120458   33195276    247      30  35802       3.8889    0.00036141       3.8885
ENSG00000112473    6   33133222   33182216    126      18  35802        3.328    0.00036141       3.3276
ENSG00000204228    6   33137419   33184608    122      18  35802       3.2775    0.00036141       3.2771
ENSG00000204227    6   33141272   33190499    112      18  35802       3.2889    0.00036141       3.2885
ENSG00000204231    6   33151365   33203630    123      23  35802        3.762    0.00036141       3.7616
ENSG00000232940    6   33182311   33232766    118      26  35802       2.5466    0.00036141       2.5463
ENSG00000272217    6   33203852   33249633    104      13  35802     0.020897    0.00036141     0.020535
ENSG00000231500    6   33204787   33254287    112      14  35802      0.83467    0.00036141      0.83431
ENSG00000223501    6   33208049   33274824    138      18  35802       2.4363    0.00036141        2.436
ENSG00000235863    6   33209917   33262609    118      15  35802       1.7268    0.00036141       1.7265
ENSG00000204220    6   33222079   33276178    108      16  35802       3.1186    0.00036141       3.1183
ENSG00000227057    6   33236885   33292304    103      15  35802       4.5407    0.00036141       4.5403
ENSG00000237441    6   33249431   33302101     89      11  35802       5.0114    0.00036141       5.0111
ENSG00000231925    6   33257471   33317164     96      11  35802       5.1601    0.00036141       5.1597
ENSG00000236104    6   33272183   33320719     96      11  35802       5.3924    0.00036141       5.3921
ENSG00000204209    6   33276335   33332046    119      16  35802       5.9936    0.00036141       5.9933
ENSG00000237649    6   33324313   33387701    125      17  35802       5.7845    0.00036141       5.7842
ENSG00000112511    6   33343176   33394230     95      15  35802        5.743    0.00036141       5.7426
ENSG00000197283    6   33352847   33431466    137      21  35802       5.9733    0.00036141        5.973
ENSG00000112514    6   33374219   33421094     69      16  35802        6.004    0.00036141       6.0037
ENSG00000213588    6   33387356   33435325     80      15  35802       5.9392    0.00036141       5.9389
ENSG00000030110    6   33530329   33583019    221      30  35802        4.264    0.00036141       4.2636
ENSG00000197251    6   33543883   33596115    230      30  35802       3.4448    0.00036141       3.4444
ENSG00000096433    6   33553142   33674351    529      39  35802        4.951    0.00036141       4.9507
ENSG00000137288    6   33652070   33714504    240      20  35802        3.859    0.00036141       3.8586
ENSG00000161896    6   33679444   33749762    296      24  35802       5.1211    0.00036141       5.1208
ENSG00000161904    6   33728979   33791913    253      18  35802       4.3574    0.00036141       4.3571
ENSG00000096395    6   33752450   33806788    262      26  35802       4.4331    0.00036141       4.4327
ENSG00000249346    6   33825283   33899691    406      52  35802       1.0563    0.00036141       1.0559
ENSG00000233183    6   33826100   33905408    428      55  35802       0.9516    0.00036141      0.95124
ENSG00000124493    6   33979628   34158399    625      50  35802   -0.0081805    0.00036141   -0.0085419
ENSG00000137309    6   34169650   34224008    128      13  35802      -1.0278    0.00036141      -1.0282
ENSG00000186577    6   34204157   34252247    132      13  35802      -1.3584    0.00036141      -1.3587
ENSG00000272325    6   34237456   34395451    326      15  35802     -0.52414    0.00036141      -0.5245
ENSG00000270800    6   34246547   34428825    402      24  35802      0.13959    0.00036141      0.13923
ENSG00000124614    6   34375231   34428902    136      21  35802       1.0897    0.00036141       1.0894
ENSG00000124507    6   34398916   34513006    245      40  35802       1.4569    0.00036141       1.4566
ENSG00000124664    6   34495579   34559110    127      20  35802       1.3148    0.00036141       1.3145
ENSG00000196821    6   34545065   34699636    316      14  35802      0.15214    0.00036141      0.15178
ENSG00000272288    6   34629094   34675247     90      10  35802    -0.093413    0.00036141    -0.093774
ENSG00000124562    6   34690183   34751571    211      10  35802     -0.56193    0.00036141     -0.56229
ENSG00000065060    6   34724857   34860915    377      18  35802     0.076658    0.00036141     0.076297
ENSG00000064999    6   34822042   35069179    547      32  35802       1.5952    0.00036141       1.5948
ENSG00000064995    6   34835555   34890866    143      15  35802       1.7437    0.00036141       1.7434
ENSG00000124678    6   35075848   35151387    221      20  35802       1.5779    0.00036141       1.5775
ENSG00000146197    6   35147190   35230856    144      15  35802     -0.24301    0.00036141     -0.24337
ENSG00000272374    6   35178147   35227407     68      11  35802     -0.31763    0.00036141     -0.31799
ENSG00000065029    6   35191686   35273762    149      14  35802     -0.28883    0.00036141     -0.28919
ENSG00000023892    6   35230595   35299548    137      13  35802     -0.28731    0.00036141     -0.28768
ENSG00000112033    6   35275335   35405968    258      21  35802      0.27112    0.00036141      0.27076
ENSG00000112039    6   35385138   35444880    178      27  35802      -1.4124    0.00036141      -1.4127
ENSG00000198755    6   35401185   35448562    147      23  35802      -1.9832    0.00036141      -1.9836
ENSG00000007866    6   35431374   35499853    213      34  35802      -2.0667    0.00036141       -2.067
ENSG00000112041    6   35455651   35515715    217      28  35802      -1.2889    0.00036141      -1.2893
ENSG00000228559    6   35477409   35523446    188      23  35802     -0.82803    0.00036141     -0.82839
ENSG00000096060    6   35531362   35731360    376      30  35802     -0.87853    0.00036141     -0.87889
ENSG00000157343    6   35669809   35726856    116      18  35802     0.045934    0.00036141     0.045573
ENSG00000196748    6   35709371   35757329    149      16  35802     -0.55075    0.00036141     -0.55111
ENSG00000204140    6   35713794   35771452    193      23  35802     -0.78054    0.00036141      -0.7809
ENSG00000197753    6   35738070   35811651    203      19  35802     -0.16895    0.00036141     -0.16931
ENSG00000137392    6   35752759   35800088    125      15  35802     -0.16381    0.00036141     -0.16418
ENSG00000096063    6   35790743   35924119    259      12  35802      0.23423    0.00036141      0.23387
ENSG00000112053    6   35901291   36027645    299      27  35802     -0.67778    0.00036141     -0.67814
ENSG00000112062    6   35960488   36089013    337      21  35802     -0.44931    0.00036141     -0.44967
ENSG00000156711    6   36060586   36117842    104      19  35802     -0.27421    0.00036141     -0.27457
ENSG00000246982    6   36104475   36199982    118      22  35802      0.10198    0.00036141      0.10161
ENSG00000096070    6   36129521   36210567     99      20  35802      0.48422    0.00036141      0.48386
ENSG00000180316    6   36175980   36286372    235      48  35802      0.22953    0.00036141      0.22917
ENSG00000189325    6   36273534   36339662    172      36  35802     -0.21705    0.00036141     -0.21742
ENSG00000010030    6   36312419   36391164    243      31  35802     -0.50107    0.00036141     -0.50144
ENSG00000224666    6   36319608   36369771    164      30  35802     -0.48599    0.00036141     -0.48635
ENSG00000179165    6   36348328   36445666    271      13  35802     -0.26051    0.00036141     -0.26087
ENSG00000112078    6   36375544   36468920    240      15  35802     -0.25278    0.00036141     -0.25314
ENSG00000112079    6   36451669   36550247    244      18  35802     -0.54949    0.00036141     -0.54985
ENSG00000112081    6   36527145   36583377    175      14  35802     -0.77099    0.00036141     -0.77135
ENSG00000124762    6   36609305   36665116    204      23  35802     -0.84485    0.00036141     -0.84521
ENSG00000255587    6   36648256   36709870    221      32  35802    -0.066522    0.00036141    -0.066884
ENSG00000124772    6   36698552   36842778    497      66  35802      0.19704    0.00036141      0.19668
ENSG00000198663    6   36804646   36906740    296      19  35802       0.5686    0.00036141      0.56824
ENSG00000137168    6   36812603   36877800    190      20  35802      0.62964    0.00036141      0.62927
ENSG00000164530    6   36887209   36942613    214      30  35802     -0.81117    0.00036141     -0.81153
ENSG00000232598    6   36897847   36947451    221      29  35802     -0.57331    0.00036141     -0.57367
ENSG00000137409    6   36925917   36989074    236      34  35802     -0.64342    0.00036141     -0.64378
ENSG00000146192    6   36938422   37006846    278      33  35802     -0.97111    0.00036141     -0.97147
ENSG00000137193    6   37102979   37153202    113      16  35802      -2.0524    0.00036141      -2.0528
ENSG00000172738    6   37169956   37260931    170      20  35802     -0.54337    0.00036141     -0.54374
ENSG00000065491    6   37190548   37310746    216      17  35802       -0.473    0.00036141     -0.47336
ENSG00000112130    6   37286748   37372514    156      30  35802       1.2178    0.00036141       1.2175
ENSG00000137200    6   37365995   37460603    184      21  35802     -0.41154    0.00036141      -0.4119
ENSG00000204110    6   37440124   37513392    262      24  35802     -0.67348    0.00036141     -0.67384
ENSG00000198937    6   37440696   37502698    224      26  35802     -0.51262    0.00036141     -0.51298
ENSG00000227920    6   37477921   37528636    249      34  35802     -0.67273    0.00036141     -0.67309
ENSG00000112139    6   37590284   37702082    452      59  35802      0.32247    0.00036141      0.32211
ENSG00000156639    6   37752275   38132400    985      24  35802      0.51599    0.00036141      0.51563
ENSG00000183826    6   38126227   38642924   1202      71  35802      -1.1197    0.00036141      -1.1201
ENSG00000124767    6   38633701   38705917    270      38  35802     -0.35367    0.00036141     -0.35403
ENSG00000124721    6   38648117   39008301   1258      63  35802      -1.3655    0.00036141      -1.3658
ENSG00000236355    6   38671827   38717993    213      36  35802     -0.13727    0.00036141     -0.13763
ENSG00000112167    6   39061840   39117965    205      27  35802     -0.59269    0.00036141     -0.59305
ENSG00000164626    6   39146749   39232226    284      43  35802      -1.9858    0.00036141      -1.9862
ENSG00000124780    6   39256777   39317329    256      33  35802      -1.7619    0.00036141      -1.7622
ENSG00000095981    6   39272474   39325744    229      34  35802      -2.1584    0.00036141      -2.1587
ENSG00000164627    6   39287766   39728181   1235      65  35802      -1.1383    0.00036141      -1.1387
ENSG00000146122    6   39725142   39882648    469      52  35802     -0.82372    0.00036141     -0.82408
ENSG00000235033    6   39839580   39902847    194      22  35802      -1.4001    0.00036141      -1.4005
ENSG00000124615    6   39857354   39937290    228      34  35802     -0.75753    0.00036141      -0.7579
ENSG00000204091    6   40267693   40357624    350      29  35802       0.1671    0.00036141      0.16674
ENSG00000204092    6   40302083   40348890    199      23  35802     -0.11676    0.00036141     -0.11712
ENSG00000156564    6   40349325   40590204    909      55  35802       1.1668    0.00036141       1.1664
ENSG00000112212    6   40975293   41022076    108      11  35802      0.61712    0.00036141      0.61676
ENSG00000124602    6   40984772   41041928    125      10  35802      0.61444    0.00036141      0.61408
ENSG00000124596    6   40991366   41100526    222      16  35802    -0.086184    0.00036141    -0.086546
ENSG00000001167    6   41005684   41077715    148      12  35802     0.032598    0.00036141     0.032236
ENSG00000161911    6   41107080   41157075     57      13  35802     -0.30965    0.00036141     -0.31001
ENSG00000095970    6   41116244   41165924     83      16  35802     0.057409    0.00036141     0.057047
ENSG00000124731    6   41225664   41289457    192      29  35802     -0.92471    0.00036141     -0.92507
ENSG00000234753    6   41452591   41551359    245      42  35802       1.1966    0.00036141       1.1963
ENSG00000137166    6   41479164   41580122    290      29  35802       2.1519    0.00036141       2.1516
ENSG00000112559    6   41569620   41631984    225      48  35802       1.5669    0.00036141       1.5666
ENSG00000112561    6   41641716   41738997    278      40  35802     -0.48203    0.00036141     -0.48239
ENSG00000096088    6   41694449   41756847    154      32  35802       0.5377    0.00036141      0.53734
ENSG00000124593    6   41713087   41767879    130      24  35802      0.76159    0.00036141      0.76123
ENSG00000269387    6   41722030   41767198    104      19  35802      0.74508    0.00036141      0.74472
ENSG00000268745    6   41724148   41769215     99      18  35802      0.62857    0.00036141      0.62821
ENSG00000137218    6   41727914   41789280    127      20  35802      0.46522    0.00036141      0.46486
ENSG00000164663    6   41747634   41898099    269      20  35802       0.2936    0.00036141      0.29324
ENSG00000227516    6   41801360   41847469     82      13  35802      0.28282    0.00036141      0.28245
ENSG00000112578    6   41853926   41910784     87      17  35802      0.67926    0.00036141       0.6789
ENSG00000124641    6   41863092   41923877    107      19  35802      0.37646    0.00036141       0.3761
ENSG00000112576    6   41892671   42053095    487      67  35802     -0.11419    0.00036141     -0.11455
ENSG00000137413    6   41983251   42065199    329      54  35802      0.60821    0.00036141      0.60785
ENSG00000261068    6   42049976   42096997    182      33  35802      0.51743    0.00036141      0.51707
ENSG00000188112    6   42058856   42145357    338      52  35802     -0.75912    0.00036141     -0.75948
ENSG00000048545    6   42088144   42157794    271      41  35802      -2.1183    0.00036141      -2.1187
ENSG00000112599    6   42142139   42197654    200      10  35802      -1.3914    0.00036141      -1.3918
ENSG00000048544    6   42164539   42220603    163      12  35802      -1.4678    0.00036141      -1.4682
ENSG00000124496    6   42182669   42454789    549      41  35802      -1.2375    0.00036141      -1.2378
ENSG00000024048    6   42496800   42671242    359      20  35802     -0.36592    0.00036141     -0.36628
ENSG00000112619    6   42654340   42725312    184      24  35802      0.44387    0.00036141      0.44351
ENSG00000124659    6   42702219   42749558     82      15  35802    -0.079614    0.00036141    -0.079975
ENSG00000112624    6   42714765   42846298    206      25  35802       0.3252    0.00036141      0.32484
ENSG00000146223    6   42812356   42867663    126      18  35802     -0.26461    0.00036141     -0.26497
ENSG00000221821    6   42848005   42893554    130      10  35802     -0.67124    0.00036141      -0.6716
ENSG00000171611    6   42848727   42903573    142      12  35802     -0.71325    0.00036141     -0.71361
ENSG00000137161    6   42861938   42917025    142      15  35802     -0.68814    0.00036141      -0.6885
ENSG00000231113    6   42873102   42926098    147      18  35802     -0.61459    0.00036141     -0.61495
ENSG00000124713    6   42893496   42941618    140      15  35802      -0.4381    0.00036141     -0.43846
ENSG00000112640    6   42917237   42990080    220      23  35802       0.9104    0.00036141      0.91004
ENSG00000124587    6   42921608   42981958    194      22  35802      0.88456    0.00036141      0.88419
ENSG00000124702    6   42946951   42999036    133      16  35802       1.8226    0.00036141       1.8222
ENSG00000124541    6   42954383   43011894    140      15  35802       1.9763    0.00036141        1.976
ENSG00000124733    6   42969832   43016706     94      13  35802       2.2305    0.00036141       2.2301
ENSG00000137171    6   42973515   43052837    166      17  35802       2.7059    0.00036141       2.7055
ENSG00000272223    6   42991635   43037143     98      12  35802       2.6322    0.00036141       2.6318
